RIMUNICIPALITY,TOT_POP_00,Pct_White_00,Pct_Black_00,Pct_AIAN_00,Pct_ASN_00,Pct_NHOPI_00,Pct_Oth_00,Pct_2Race_00,Pct_HISP_00,Pct_NHISP_00,Pct_NHW_00,Pct_NHB_00,Pct_NHA_00,Pct_NHNHOPI_00,Pct_NHAI_00,Pct_NHOTH_00,Pct_NH2Race_00,Num_Child618_00,Num_Male618_00,Num_Female618_00,Num_Child018_00,Pct_Under18_00,Pct_65Over_00,Pct_workingAge_00,Tot_HH_00,Pct_popinHH_00,Pct_PopinFamHH_00,Presence_Child_Denom_00,Pct_SINGFEM_WOK_00,Pct_SINGMAL_WOK_00,Pct_MC_WOK_00,Num_FamHH_WOK_00,Pct_FEMHEADFAM_00,HHSIZE_DENOM_00,Pct_FamHH_00,Pct_NonFamHH_00,Tot_Families_00,Pct_SINGFEM_WRK_00,Pct_SINGMAL_WRK_0,Pct_MC_WRK_00,Num_FamHH_WRK_00,Tot_Pop_15Over_00,Pct_Male_15Over_00,Pct_Female_15Over_00,Lang_Denom_00,Tot_pop_517_00,Pct_517_Spnsh_AH_00,Pct_517_SPAN_ENW_00,Pct_517_ENW_00,WORKAGE_SE_DENOM_00,PCT_1864_ENGNOTWELL_00,Linguistic_ISO_00,Pct_HH_Ling_ISO_00,Citizenship_Denom_00,Pct_FORNBORN_00,Foreign_Born_Denom_00,Pct_Emigrated9000_00,Foreign_Born_byyear_Denom_00,Pct_Emi9000_NotCitizens_00,Diff_Res_Denom_00,Pct_DiffHouse_00,Pct_DiffHouse_SameCnty_00,Pct_DiffState_00,Transport_Denom_00,School_enroll_denom_00,Pct_enroll_PK12_00,Pct_enroll_PubPK12_00,EDUC_Denom_00,Pct_NoEDUC_00,Pct_EDUC8th_00,Pct_NODiploma_00,Pct_HSDiploma_00,Disability_Denom_00,Pct_515_wDis_00,Pct_1520_withDis_00,Fem16_Denom_00,Pct_Fem16_wk_00,Pct_Fem16_wk_emp_00,Pct_Fem16_wk_unemp_00,HH_Inc_Denom_00,Pct_HHINC_U25K_00,Pct_HHINC_2550K_00,Pct_HHINC_U50K_00,Pct_HHINC_5075K_00,Pct_HHINC_U75K,Pct_HHINC_75100K_00,Pct_HHINC_U100K_00,Pct_HHINC_MT100K_00,Pub_assist_denom_00,Pct_PubAssist_00,FAM_Inc_Denom_00,Pct_FAMINC_U25K_00,Pct_FAMINC_2550K_00,Pct_FAMINC_5075K_00,Pct_FAMINC_75100K_00,Pct_FAMINC_MT100K_00,PCAP_Inc_00,POV_RAT_D_00,Pct_POV_00,Pct_POV_u18_00,Pct_ABVPOVLINE_00,Above_PovertyLine_00,POV_RAT_DINC_00,Pct_POVRAT50_00,Pct_POVRAT50100_00,Pct_POVRAT100150_00,Pct_POVRAT150200_00,Pct_POVRAT200_00,Pct_POVRAT_G200_00,POV_RAT_Denom_fam_00,Pct_POV_married_00,Pct_abovePovLine_married_00,POVRAT_FAM_Denom_00,Pct_POV_fam_chldrn_00,Pct_ABVPOV_fam_chldrn_00,HH_INCPOV_Denom_00,Pct_HHPOVu150_fam_00,Pct_HHPOVg150_fam_00,TOTHSUN_00,OCCHU_00,Pct_OWNOCC_00,Pct_RNTOCC_00,OCCHU_Race_Denom_00,Pct_OCCW_00,Pct_OCCB_00,Pct_OCCI_00,Pct_OCCA_00,Pct_OCCP_00,Pct_OCCO_00,Pct_OCCM_00,TOCCHU_OWNOCCRace_Denom_00,Pct_OWNOCCW_00,Pct_OWNOCCB_00,Pct_OWNOCCI_00,Pct_OWNOCCA_00,Pct_OWNOCCP_00,Pct_OWNOCCO_00,Pct_OWNOCCM_00,Pct_RNTOCCW_00,Pct_RNTOCCB_00,Pct_RNTOCCI_00,Pct_RNTOCCA_00,Pct_RNTOCCP_00,Pct_RNTOCCO_00,Pct_RNTOCCM_00,OCCHUH_00,Pct_OCCH_OWNOCC_00,Pct_OCCH_RNTOCC_00,OCCHUW_00,Pct_OCCW_OWNOCC_00,Pct_OCCW_RNTOCC_00,Tot_Pop_OCCHU_00,Pct_Pop_OWNOCC_00,Pct_Pop_RNTOCC_00,OCCHU_HHSZE_Denom_00,Pct_1PRSNHH_00,Pct_24PRSNHH_00,Pct_g5PRSNHH_00,Avg_HHSZE_OCCHU_00,Avg_HHSZE_OWNOCC_00,Avg_HHSZE_RNTOCC_00,OCCHU_OCCperRM_Denom_00,OCCHU100_00,OCCHU151200_00,Total_HU_00,Pct_BLTYR902000_00,Pct_BLTYR8089_00,Pct_BLTYR6079_00,Pct_BLTYR4059_00,Pct_BLTYR39_00,OCCHU_BLTYR_Denom_00,Pct_BLTOC902000_00,Pct_BLTOC8089_00,Pct_BLTOC6079_00,Pct_BLTOC4059_00,Pct_BLTOC39_00,Pct_BLTRE902000_00,Pct_BLTRE8089_00,Pct_BLTRE6079_00,Pct_BLTRE4059_00,Pct_BLTRE39_00,RNTOCC_GR_Denom_00,Pct_R10PI_00,Pct_R19PI_00,Pct_R29PI_00,Pct_R39PI_00,Pct_R49PI_00,Pct_R50PI_00,Pct_RNCPI_00,RNTOCC_HHINC_Denom_00,PCT_R30PI_00,PCT_RG30PI_00,OWNOCC_COSTINC_Denom_00,PCT_OWNOCC_M30PI_00,PCT_OWNOCC_MG30PI_00,PCT_OCCHU_00,PCT_VCTHU_00,Pct_Bachelor_00,Pct_PostBachDeg_00,PCT_ATLEAST_HS_DIPLOMA_00,Pct_Drivealone_00,Pct_PublicTransport_00,Pct_Emp_16o_00
Exeter,6045,95.78163772,0.347394541,1.207609595,0.843672457,0,0.512820513,1.306865178,1.637717122,98.36228288,94.73945409,0.264681555,0.843672457,0,1.207609595,0,1.306865178,699,594,579,1611,26.65012407,9.760132341,64.54921423,6045,95.61621175,85.11166253,2085,3.932853717,2.829736211,32.13429257,811,10.11097411,2085,76.97841727,23.02158273,1605,10.59225513,6.719817768,82.68792711,878,4750,49.01052632,50.98947368,5665,1173,1.36402387,0,0,3902,0.589441312,2085,0,6045,2.861869313,173,14.45086705,25,100,5665,41.62400706,35.41136556,14.46140797,3252,5885,11.43585387,89.00445765,4094,0.561797753,4.616511969,13.97166585,25.69614069,5457,0.80630383,0.824628917,2405,30.76923077,78.64864865,2.027027027,2085,13.81294964,20.09592326,33.9088729,22.87769784,56.78657074,22.06235012,78.84892086,21.15107914,2085,1.247002398,1605,9.657320872,17.25856698,23.98753894,23.67601246,25.42056075,25530,5813,5.487699983,35.10971787,94.51230002,0.251547142,5813,3.81902632,1.668673662,4.059865818,2.890073972,12.43763977,9980.392157,5813,18.49529781,78.19439388,1605,68.05555556,54.07697326,2085,63.5,78.40848806,2196,2085,84.8441247,15.1558753,2085,96.97841727,0,0.767386091,0,0,0.527577938,1.726618705,2085,98.02148106,0,0.4522329,0,0,0.621820237,0.9044658,91.13924051,0,2.53164557,0,0,0,6.329113924,19,100,0,2014,85.7000993,14.2999007,5780,88.21799308,11.78200692,2085,16.83453237,72.51798561,10.64748201,2.77,2.88,2.16,2085,98.80095923,1.199040767,2196,22.04007286,25.72859745,35.10928962,10.51912568,6.60291439,2085,23.0638779,28.99943471,33.97399661,10.28829847,3.674392312,14.87341772,12.65822785,48.10126582,2.848101266,21.51898734,269,10.78066914,5.94795539,26.39405204,13.01115242,8.921933086,9.293680297,25.65055762,269,43.12267658,31.2267658,1327,82.36623964,17.63376036,94.94535519,5.054644809,20.05373718,10.16121153,55.9110894,86.03936039,1.137761378,94.6
Foster,4274,97.98783341,0,0,0,0,0,2.012166589,0,100,97.98783341,0,0,0,0,0,2.012166589,569,483,394,1152,26.95367337,10.50538138,63.4534394,4274,99.43846514,90.1965372,1531,4.37622469,0.391900718,31.54800784,556,12.05035971,1531,78.3801437,21.6198563,1200,13.18493151,1.02739726,85.78767123,584,3353,50.58156874,49.41843126,4072,911,0.439077936,0,0,2712,0.221238938,1531,0.195950359,4274,1.6612073,71,8.450704225,6,100,4072,28.978389,59.49152542,22.79661017,2255,4148,12.65670203,91.61904762,2895,0.207253886,2.659758204,12.33160622,29.46459413,4048,0.148221344,0.543478261,1637,36.16371411,76.18243243,1.013513514,1531,16.00261267,25.99608099,41.99869366,25.4735467,67.47224037,15.93729589,83.40953625,16.59046375,1531,1.63291966,1200,8,26.25,29.16666667,18.41666667,18.16666667,22148,4250,3.364705882,22.37762238,96.63529412,0.263209155,4250,0.447058824,2.917647059,5.411764706,5.788235294,14.56470588,3331.192661,4250,24.47552448,81.5193572,1200,100,47.88494078,1531,50.73529412,81.07526882,1578,1535,87.94788274,12.05211726,1535,98.04560261,0,0,0,0,0,1.954397394,1535,98.22222222,0,0,0,0,0,1.777777778,96.75675676,0,0,0,0,0,3.243243243,0, , ,1505,88.10631229,11.89368771,4250,88.23529412,11.76470588,1535,17.32899023,71.20521173,11.46579805,2.77,2.78,2.7,1535,99.60912052,0.390879479,1578,13.75158428,14.4486692,26.36248416,17.17363752,28.26362484,1535,15.85185185,11.33333333,29.25925926,15.92592593,27.62962963,0,30.27027027,10.27027027,20,39.45945946,155,4.516129032,25.16129032,41.93548387,7.741935484,0,10.96774194,9.677419355,155,71.61290323,18.70967742,449,64.14253898,35.85746102,97.27503169,2.724968314,14.47322971,13.2642487,57.20207254,88.47006652,0.22172949,94.63917526
Glocester,9948,98.06996381,0.412143144,0.432247688,0,0,0.060313631,1.025331725,1.035383997,98.964616,97.18536389,0.412143144,0,0,0.432247688,0,0.934861279,1349,1155,1025,2831,28.4579815,9.187776437,63.91234419,9948,100,90.77201448,3555,4.275668073,1.687763713,32.79887482,1378,11.03047896,3555,79.46554149,20.53445851,2825,11.39327385,6.245710364,82.36101579,1457,7767,49.81331273,50.18668727,9374,2102,0.856327307,44.44444444,0.380589914,6358,0.094369299,3555,0.253164557,9948,1.628468034,162,4.938271605,8,0,9374,29.4324728,76.04204422,12.90322581,5454,9687,13.53360173,86.88024409,6607,0.423792947,3.178447102,13.10731043,29.71091267,9365,1.292044848,0.800854245,3822,34.01360544,78.92307692,1.769230769,3555,15.49929677,23.37552743,38.87482419,29.02953586,67.90436006,18.2278481,86.13220816,13.86779184,3555,2.700421941,2825,10.83185841,22.54867257,28.95575221,22.15929204,15.50442478,45868,9939,4.447127478,40.27149321,95.55287252,0.262082763,9939,2.082704497,2.36442298,4.950196197,3.239762552,12.63708623,5048.255814,9939,42.53393665,79.7830894,2825,79.16666667,50.60461708,3555,58.93333333,81.88679245,3786,3559,86.45686991,13.54313009,3559,98.70750211,0.196684462,0,0,0,0,1.095813431,3559,98.73253169,0.227494313,0,0,0,0,1.039974001,98.54771784,0,0,0,0,0,1.452282158,0, , ,3513,86.47879305,13.52120695,9948,88.50020105,11.49979895,3559,15.62236583,73.39140208,10.98623209,5.6,5.73,4.75,3559,98.93228435,1.06771565,3786,12.81035394,12.59904913,40.72900158,16.74590597,17.11568938,3559,14.26714332,13.5521612,42.80142996,16.05459864,13.32466688,9.543568465,9.543568465,25.31120332,21.57676349,34.02489627,424,7.311320755,35.37735849,24.76415094,4.952830189,7.783018868,8.490566038,11.32075472,424,67.45283019,21.22641509,1454,68.1568088,31.8431912,94.0042261,5.995773904,16.83063418,10.35265627,56.89420312,84.87348735,0.34836817,97.4681334
Hopkinton,7836,96.45227157,0.280755487,1.735579377,0.599795814,0,0,0.931597754,0.433894844,99.56610516,96.01837672,0.280755487,0.599795814,0,1.735579377,0,0.931597754,913,745,719,2083,26.58244002,11.05155692,63.38693211,7836,99.87238387,86.98315467,2953,4.673213681,3.047748053,30.44361666,1127,12.24489796,2953,73.55231967,26.44768033,2172,12.32876712,7.705479452,79.96575342,1168,6194,49.04746529,50.95253471,7333,1500,0.533333333,0,0,4967,0.161063016,2953,0.812732814,7836,3.649821337,286,15.73426573,45,33.33333333,7333,36.42438293,62.33620367,18.23287158,4169,7596,12.05897841,85.80786026,5321,0.187934599,3.589550836,13.36214997,36.77880098,7309,0.478861677,0.300998769,3088,33.3873057,80.6013579,5.237633366,2953,19.60717914,27.73450728,47.34168642,25.60108364,72.94277006,11.03962072,83.98239079,16.01760921,2953,1.693193363,2172,10.95764273,28.8213628,29.00552486,13.8121547,17.40331492,23835,7769,4.762517699,31.08108108,95.2374823,0.24611434,7769,0.823786845,3.938730853,5.998197966,6.796241473,17.55695714,4815.789474,7769,21.35135135,75.86160292,2172,88.88888889,52.57142857,2953,45.24421594,77.84711388,3112,2965,80.50590219,19.49409781,2965,97.84148398,0.303541315,0.809443508,0.269814503,0,0,0.775716695,2965,97.94721408,0.377042313,1.005446167,0,0,0,0.670297444,97.40484429,0,0,1.384083045,0,0,1.211072664,17,100,0,2884,80.47850208,19.52149792,7826,81.90646563,18.09353437,2965,21.07925801,69.2074199,9.713322091,2.64,2.69,2.45,2965,96.96458685,3.035413153,3112,17.80205656,14.62082262,30.04498715,13.59254499,23.93958869,2965,20.77922078,14.57896942,32.17427734,12.73565145,19.73188102,7.785467128,17.12802768,22.66435986,12.97577855,39.44636678,520,5.769230769,35.57692308,25.19230769,7.307692308,6.923076923,10.96153846,8.269230769,520,66.53846154,25.19230769,2010,75.82089552,24.17910448,95.27634961,4.723650386,14.86562676,6.690471716,58.33489945,86.66346846,0.431758215,95.81447964
Jamestown,5622,98.2568481,0.337958022,0.675916044,0,0,0.213447172,0.515830665,1.992173604,98.0078264,97.08288865,0.2490217,0,0,0.2490217,0,0.426894344,568,516,483,1277,22.71433654,15.01245109,62.9135539,5622,99.82212736,85.11205977,2342,3.501280956,1.024765158,23.56959863,658,12.46200608,2342,69.08625107,30.91374893,1618,12.85081241,3.545051699,83.60413589,677,4604,47.63249348,52.36750652,5398,1017,1.474926254,0,0,3537,1.272264631,2342,0.426985482,5622,4.197794379,236,15.25423729,36,100,5398,38.08818081,47.47081712,25.82684825,2902,5469,10.27610166,82.56227758,4160,0.793269231,1.947115385,6.826923077,19.61538462,5390,0.185528757,0.092764378,2377,26.63020614,74.7235387,0,2342,13.70623399,25.02134927,38.72758326,19.81212639,58.53970965,14.26131512,72.80102477,27.19897523,2342,1.750640478,1618,6.118665019,20.64276885,21.07540173,18.41779975,33.74536465,38664,5619,2.900872041,10.42944785,97.09912796,0.223790323,5619,1.138992703,1.761879338,2.989855846,4.555970813,10.4466987,8116.129032,5619,12.26993865,75.82478006,1618,33.33333333,41.98617222,2342,26.28865979,72.95158287,2769,2359,78.93175074,21.06824926,2359,98.3467571,1.017380246,0.296735905,0,0,0,0.339126749,2359,97.90547798,1.288936627,0.37593985,0,0,0,0.429645542,100,0,0,0,0,0,0,41,43.90243902,56.09756098,2287,79.27415829,20.72584171,5612,83.78474697,16.21525303,2359,25.7736329,67.52861382,6.697753285,2.38,2.53,1.83,2359,98.00763035,1.992369648,2769,11.95377393,18.7432286,26.6161069,14.33730589,28.34958469,2359,9.237379162,21.48227712,29.26960258,14.50053706,25.51020408,13.68209256,12.67605634,29.37625755,14.08450704,30.18108652,489,5.521472393,29.85685072,22.90388548,15.13292434,4.294478528,8.1799591,14.11042945,489,58.28220859,27.60736196,1759,76.06594656,23.93405344,85.19321055,14.80678945,26.37019231,19.30288462,65.28846154,84.35561682,1.688490696,96.51773982
Johnston,28219,96.92760197,0.517381906,0.124029909,1.197774549,0,0.425245402,0.807966264,1.690350473,98.30964953,95.6624969,0.517381906,1.197774549,0,0.124029909,0.131117332,0.676848932,2674,2228,2014,6205,21.988731,18.84545873,60.11198129,28219,98.26712499,84.26946384,11192,5.155468192,1.250893495,22.64117227,3251,17.74838511,11192,69.35310936,30.64689064,7762,19.6800914,4.798628963,75.52127963,3501,23182,45.69924942,54.30075058,26630,4349,2.897217751,7.142857143,0.551851,16963,1.23209338,11192,2.868120086,28219,4.794641908,1353,22.02512934,298,85.90604027,26630,33.11303042,81.32229531,9.990927648,13352,27268,9.571659088,78.19923372,20579,0.626852617,5.520190485,21.96899752,34.19019389,26167,0.649673253,0.450949669,12430,26.58889783,71.49773071,1.906202723,11192,31.12937813,24.33881344,55.46819157,20.36275911,75.83095068,12.67869907,88.50964975,11.49035025,11192,2.841315225,7762,19.09301726,23.69234733,25.77943829,16.28446277,15.15073435,107466,27689,8.346274694,22.80398096,91.65372531,0.21057609,27689,3.170934306,5.175340388,6.457437972,6.396041749,21.19975442,2237.846154,27689,29.03504976,72.68500276,7762,54.77099237,44.40453164,11192,42.93023256,75.63592126,11567,11199,71.09563354,28.90436646,11199,97.86588088,0.214304849,0.187516743,0.75006697,0,0.446468435,0.535762122,11199,97.96533534,0.301431801,0.100477267,0.967093695,0,0.213514192,0.452147702,97.62125425,0,0.401606426,0.216249614,0,1.019462465,0.741427247,118,44.91525424,55.08474576,10882,71.33798934,28.66201066,27730,77.63793725,22.36206275,11199,26.64523618,65.42548442,7.9292794,12.31,13.37,9.72,11199,98.96419323,1.035806768,11567,13.91890724,16.05429238,33.95867554,21.75153454,14.3165903,11199,13.14996232,15.90052751,36.360211,23.28560663,11.30369254,16.46586345,17.60889713,27.43280816,18.62835959,19.86407167,3237,5.46802595,20.66728452,23.69477912,12.60426321,8.43373494,19.52425085,9.607661415,3237,49.83008959,40.562249,3905,60.66581306,39.33418694,96.81853549,3.181464511,12.26493027,5.651392196,52.10651635,87.64230078,1.265727981,95.32444074
Lincoln,20898,94.83682649,0.74169777,0.12441382,2.296870514,0,0.521581013,1.478610393,1.06708776,98.93291224,94.2769643,0.626854244,2.296870514,0,0.12441382,0.157909848,1.449899512,2543,2186,1851,5413,25.90200019,16.36520241,59.02478706,20898,99.07646665,85.68284046,8241,4.647494236,2.135663148,25.60368887,2669,14.3499438,8241,70.39194273,29.60805727,5801,16.07079646,7.292035398,76.63716814,2825,16631,46.48547892,53.51452108,19761,4006,1.897154269,48.68421053,1.273090364,12335,1.280907985,8241,2.815192331,20898,7.507895492,1569,17.78202677,279,70.96774194,19761,39.30975153,77.93511843,15.35787848,10434,20244,12.0727129,91.32569558,14462,0.643064583,6.54819527,18.24090721,25.93002351,19607,0.418217983,0.418217983,8744,30.87831656,79.03703704,0.814814815,8241,23.84419367,27.54520083,51.38939449,19.73061522,71.12000971,12.2072564,83.32726611,16.67273389,8241,2.159932047,5801,12.9805206,26.18514049,23.5476642,14.96293742,22.32373729,105284,20702,5.22654816,30.40665434,94.77345184,0.242813456,20702,2.497343252,2.729204908,4.555115448,6.550091779,16.33175539,5481.329114,20702,24.95378928,75.382263,5801,79.46428571,47.46279362,8241,37.98521257,75.28984495,8508,8243,66.1530996,33.8469004,8243,97.30680577,0.35181366,0.10918355,1.419386146,0,0.291156132,0.521654737,8243,97.32257473,0.110031175,0.165046763,1.723821749,0,0.256739409,0.421786173,97.27598566,0.82437276,0,0.82437276,0,0.358422939,0.716845878,51,47.05882353,52.94117647,7993,66.19542099,33.80457901,20705,75.17990823,24.82009177,8243,25.9371588,65.38881475,8.674026447,10.13,11.35,7.23,8243,98.64127138,1.358728618,8508,13.093559,9.038551951,27.42125059,19.95768688,30.48895157,8243,15.64276545,9.499358151,27.23271594,21.91454245,25.71061801,8.207885305,8.996415771,27.74193548,15.80645161,39.24731183,2790,5.23297491,31.03942652,27.20430108,12.97491039,5.698924731,11.89964158,5.949820789,2790,63.47670251,30.5734767,2097,66.04673343,33.95326657,96.88528444,3.114715562,16.81648458,13.11021989,55.85672798,87.34905118,1.495112133,97.6256212
Little Compton,3593,98.85889229,0,0.333982744,0.250487058,0,0,0.556637907,0.862788756,99.13721124,97.99610353,0,0.250487058,0,0.333982744,0,0.556637907,377,278,323,827,23.01697746,17.67325355,60.31171723,3593,100,85.27692736,1481,2.970965564,2.093180284,23.49763673,423,10.40189125,1481,70.62795409,29.37204591,1046,11.34259259,7.175925926,81.48148148,432,2939,47.70330044,52.29669956,3416,614,3.745928339,0,0,2167,0.323027227,1481,1.350438893,3593,3.673810186,132,0,0, ,3416,31.17681499,50.79812207,28.07511737,1814,3482,8.81677197,67.1009772,2604,0.537634409,3.302611367,9.024577573,22.08141321,3416,0,0.234192037,1502,27.03062583,66.99507389,0.985221675,1481,18.56853477,24.91559757,43.48413234,21.80958812,65.29372046,13.70695476,79.00067522,20.99932478,1481,0.87778528,1046,11.66347992,21.22370937,24.66539197,14.62715105,27.82026769,32513,3593,3.395491233,6.557377049,96.60450877,0.225583405,3593,1.97606457,1.419426663,5.288060117,4.341775675,13.02532702,8012.820513,3593,46.72131148,75.74186114,1046,20.51282051,42.10526316,1481,64.92537313,71.1952487,2103,1475,80.61016949,19.38983051,1475,99.18644068,0,0.406779661,0.406779661,0,0,0,1475,99.49537426,0,0,0.504625736,0,0,0,97.9020979,0,2.097902098,0,0,0,0,13,38.46153846,61.53846154,1450,81.24137931,18.75862069,3593,82.18758697,17.81241303,1475,24.47457627,68.40677966,7.118644068,2.44,2.48,2.24,1475,99.72881356,0.271186441,2103,8.939610081,16.8806467,29.52924394,19.16310033,25.48739895,1475,10.34482759,18.33473507,30.78216989,17.83010934,22.70815812,7.692307692,9.090909091,29.02097902,23.42657343,30.76923077,252,13.88888889,31.34920635,25,14.68253968,0,2.380952381,12.6984127,252,70.23809524,17.06349206,1007,76.36544191,23.63455809,70.13789824,29.86210176,25.84485407,19.16282642,67.0890937,84.12348401,0.882028666,96.90996271
Middletown,17334,88.35814007,6.005538249,0.513441791,2.163378332,0.05192108,0.940348448,1.96723203,2.613361025,97.38663898,87.38894658,5.630552671,1.944155994,0.05192108,0.473058729,0.219222338,1.678781585,1943,1594,1429,4427,25.53940233,14.61866851,60.69574247,17334,98.21737625,82.75066344,6996,5.717552887,1.357918811,26.41509434,2343,17.07212975,6996,67.0383076,32.9616924,4690,18.28713281,4.178733968,77.53413322,2417,13669,47.74306826,52.25693174,16141,3086,2.819183409,0,0,10521,0.693850394,6996,1.200686106,17334,6.05169032,1049,46.61582459,489,85.4805726,16141,49.29062636,44.06737054,42.50879839,8628,16649,11.26193765,90.18666667,11900,0.226890756,2.512605042,9.504201681,25.65546218,14992,0.780416222,0.206776948,7074,32.79615493,69.43965517,1.939655172,6996,19.56832476,29.03087479,48.59919954,24.52830189,73.12750143,11.22069754,84.34819897,15.65180103,6996,1.80102916,4690,11.91897655,26.90831557,28.40085288,13.92324094,18.84861407,117968,17037,4.953923813,31.27962085,95.04607619,0.246835052,17037,2.212830897,2.741092915,4.713271116,8.281974526,17.94916945,4354.82866,17037,33.29383886,73.19829556,4690,92.52873563,49.95571302,6996,50.69832402,68.90127389,7603,6993,56.3992564,43.6007436,6993,91.76319176,4.976404976,0.171600172,0.972400972,0,0.829400829,1.287001287,6993,97.26166329,1.698782961,0.126774848,0.278904665,0,0.177484787,0.456389452,84.65070515,9.216136438,0.22958347,1.869465398,0,1.672679567,2.361429977,141,24.11347518,75.88652482,6364,59.85229415,40.14770585,17025,59.13656388,40.86343612,6993,28.6000286,63.54926355,7.850707851,12.39,13.96,11.36,6993,98.44129844,1.558701559,7603,10.74575825,14.95462318,32.52663422,28.54136525,13.2316191,6993,13.76774848,16.5821501,23.80831643,31.28803245,14.55375254,6.297146605,14.33256806,43.52246638,24.79501476,11.0528042,3043,3.680578377,23.59513638,21.52481104,11.8304305,6.243838317,10.61452514,22.51068025,3043,48.8005258,28.68879395,3429,73.63662875,26.36337125,91.97685124,8.023148757,22.61344538,15.57983193,63.8487395,84.82846546,0.857672694,95.41106672
Narragansett,16361,95.58095471,0.886253896,0.971823238,0.69066683,0,0.342277367,1.528023959,0.800684555,99.19931545,95.25701363,0.831245034,0.69066683,0,0.971823238,0.110017725,1.338548988,1296,1050,1047,2871,17.54782715,13.11655767,70.06906668,16361,99.59660167,69.6106595,6848,4.161799065,1.664719626,17.5671729,1602,17.79026217,6848,57.37441589,42.62558411,3929,21.2529274,6.967213115,71.77985948,1708,14122,48.5271208,51.4728792,15725,2115,1.985815603,0,0,11464,0.270411724,6848,0.671728972,16361,2.457062527,402,20.64676617,83,81.92771084,15725,48.54054054,37.57369317,32.41189572,8812,16015,7.368092413,82.88135593,10356,0.357280803,1.747779065,8.709926613,22.46040942,15698,0.343992865,0.382214295,7168,21.20535714,71.84210526,2.039473684,6848,26.41647196,23.21845794,49.63492991,21.34929907,70.98422897,12.33936916,83.32359813,16.67640187,6848,1.504088785,3929,11.96233138,19.41969967,27.36065157,16.06006617,25.19725121,85729,16345,15.99877638,8.986615679,84.00122362,0.18208303,16345,6.809421842,9.189354543,5.432854084,4.82716427,26.25879474,1721.857143,16345,6.118546845,65.30225783,3929,68.55670103,42.1686747,6848,23.35329341,65.62046444,9159,6846,61.9047619,38.0952381,6846,96.49430324,1.226993865,0.408997955,0.569675723,0,0.277534327,1.022494888,6846,97.78197263,0.967437471,0.353940538,0.424728646,0,0,0.471920717,94.40184049,1.648773006,0.498466258,0.805214724,0,0.728527607,1.917177914,34,0,100,6598,62.80691119,37.19308881,16295,63.98895367,36.01104633,6846,27.28600643,66.03856266,6.675430909,7.05,7.18,6.81,6846,99.31346772,0.686532282,9159,12.90533901,18.01506715,37.17654766,22.12031881,9.782727372,6846,15.69136385,20.00943841,35.04011326,19.08919302,10.16989146,10.27607362,17.40797546,44.36349693,19.51687117,8.435582822,2598,4.234026174,22.17090069,15.81986143,10.50808314,10.46959199,29.8691301,6.928406467,2598,42.2247883,50.84680523,3795,78.18181818,21.81818182,74.74615133,25.25384867,24.22750097,17.57435303,64.26226342,84.06718112,1.600090785,96.686034
New Shoreham,1010,97.32673267,0.693069307,0,0.891089109,0,0.891089109,0.198019802,1.584158416,98.41584158,96.63366337,0.693069307,0.891089109,0,0,0,0.198019802,85,65,68,195,19.30693069,17.42574257,64.05940594,1010,99.7029703,70.79207921,473,3.382663848,1.268498943,17.12473573,103,15.53398058,473,53.06553911,46.93446089,251,18.51851852,5.555555556,75.92592593,108,845,47.33727811,52.66272189,951,128,5.46875,0,0,647,0.463678516,473,0,1010,3.366336634,34,35.29411765,12,50,951,38.38065195,55.06849315,29.5890411,551,978,7.770961145,84.21052632,774,0,0.775193798,5.297157623,19.37984496,945,0,0.317460317,439,23.23462415,75.49019608,3.921568627,473,26.42706131,27.90697674,54.33403805,18.81606765,73.15010571,13.74207188,86.89217759,13.10782241,473,0.845665962, , , , , , , , , , , , , , , , , , , , , , , , , ,473,37.31343284,55.66502463,1606,472,68.6440678,31.3559322,472,97.45762712,1.059322034,0,0.847457627,0,0.63559322,0,472,98.7654321,0.617283951,0,0.617283951,0,0,0,94.59459459,2.027027027,0,1.351351351,0,2.027027027,0,3,0,100,460,69.56521739,30.43478261,1007,72.69116187,27.30883813,472,34.74576271,60.38135593,4.872881356,2.13,2.26,1.86,472,100,0,1606,24.96886675,16.56288917,23.47447073,12.32876712,22.66500623,472,19.75308642,18.82716049,23.45679012,8.333333333,29.62962963,15.54054054,12.83783784,31.08108108,10.81081081,29.72972973,140,7.857142857,21.42857143,25.71428571,7.857142857,5.714285714,12.14285714,19.28571429,140,55,25.71428571,269,53.53159851,46.46840149,29.38978829,70.61021171,32.55813953,15.50387597,67.44186047,77.31397459,0,96.64310954
