scode,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_04,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_04,RD_SLT_S_EMH_PCT_Less_BFAST_04,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_04,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_04,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_04,RD_SLT_S_EMH_PCT_YES_ROBBED_04,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_04,RD_SLT_S_EMH_PCT_attendany_afterschl_04,RD_SLT_S_EMH_PCT_paidwork_afterschl_04,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_04,RD_SLT_S_EMH_PCT_EDUC_afterschl_04,RD_SLT_S_EMH_PCT_VOL_afterschl_04,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_04,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_04,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_04,RD_SLT_S_EMH_PCT_ACTMEAN_04,RD_SLT_S_EMH_PCT_BREAKRULES_04,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_04,RD_SLT_S_EMH_PCT_HANG_TRBSTU_04,RD_SLT_S_EMH_PCT_TELLLIE_04,RD_SLT_S_EMH_PCT_HITOTHR_04,RD_SLT_S_EMH_PCT_STEALHME_04,RD_SLT_S_EMH_PCT_STEALOTHR_04,RD_SLT_S_EMH_PCT_CUTCLASS_04,RD_SLT_S_EMH_PCT_GANGACT_04,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_04,RD_SLT_S_EMH_PCT_YES_beatup_04,RD_SLT_S_EMH_PCT_Yes_TBeatup_04,RD_SLT_S_EMH_PCT_Yes_Afraid_04,RD_SLT_S_EMH_PCT_Yes_protection_04,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_04,RD_SLT_S_EMH_PCT_NONWHITE_04,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_05,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_05,RD_SLT_S_EMH_PCT_Less_BFAST_05,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_05,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_05,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_05,RD_SLT_S_EMH_PCT_YES_ROBBED_05,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_05,RD_SLT_S_EMH_PCT_attendany_afterschl_05,RD_SLT_S_EMH_PCT_paidwork_afterschl_05,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_05,RD_SLT_S_EMH_PCT_EDUC_afterschl_05,RD_SLT_S_EMH_PCT_VOL_afterschl_05,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_05,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_05,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_05,RD_SLT_S_EMH_PCT_ACTMEAN_05,RD_SLT_S_EMH_PCT_BREAKRULES_05,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_05,RD_SLT_S_EMH_PCT_HANG_TRBSTU_05,RD_SLT_S_EMH_PCT_TELLLIE_05,RD_SLT_S_EMH_PCT_HITOTHR_05,RD_SLT_S_EMH_PCT_STEALHME_05,RD_SLT_S_EMH_PCT_STEALOTHR_05,RD_SLT_S_EMH_PCT_CUTCLASS_05,RD_SLT_S_EMH_PCT_GANGACT_05,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_05,RD_SLT_S_EMH_PCT_YES_beatup_05,RD_SLT_S_EMH_PCT_Yes_TBeatup_05,RD_SLT_S_EMH_PCT_Yes_Afraid_05,RD_SLT_S_EMH_PCT_Yes_protection_05,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_05,RD_SLT_S_EMH_PCT_NONWHITE_05,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_06,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_06,RD_SLT_S_EMH_PCT_Less_BFAST_06,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_06,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_06,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_06,RD_SLT_S_EMH_PCT_YES_ROBBED_06,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_06,RD_SLT_S_EMH_PCT_attendany_afterschl_06,RD_SLT_S_EMH_PCT_paidwork_afterschl_06,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_06,RD_SLT_S_EMH_PCT_EDUC_afterschl_06,RD_SLT_S_EMH_PCT_VOL_afterschl_06,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_06,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_06,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_06,RD_SLT_S_EMH_PCT_ACTMEAN_06,RD_SLT_S_EMH_PCT_BREAKRULES_06,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_06,RD_SLT_S_EMH_PCT_HANG_TRBSTU_06,RD_SLT_S_EMH_PCT_TELLLIE_06,RD_SLT_S_EMH_PCT_HITOTHR_06,RD_SLT_S_EMH_PCT_STEALHME_06,RD_SLT_S_EMH_PCT_STEALOTHR_06,RD_SLT_S_EMH_PCT_CUTCLASS_06,RD_SLT_S_EMH_PCT_GANGACT_06,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_06,RD_SLT_S_EMH_PCT_YES_beatup_06,RD_SLT_S_EMH_PCT_Yes_TBeatup_06,RD_SLT_S_EMH_PCT_Yes_Afraid_06,RD_SLT_S_EMH_PCT_Yes_protection_06,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_06,RD_SLT_S_EMH_PCT_NONWHITE_06,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_07,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_07,RD_SLT_S_EMH_PCT_Less_BFAST_07,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_07,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_07,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_07,RD_SLT_S_EMH_PCT_YES_ROBBED_07,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_07,RD_SLT_S_EMH_PCT_attendany_afterschl_07,RD_SLT_S_EMH_PCT_paidwork_afterschl_07,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_07,RD_SLT_S_EMH_PCT_EDUC_afterschl_07,RD_SLT_S_EMH_PCT_VOL_afterschl_07,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_07,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_07,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_07,RD_SLT_S_EMH_PCT_ACTMEAN_07,RD_SLT_S_EMH_PCT_BREAKRULES_07,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_07,RD_SLT_S_EMH_PCT_HANG_TRBSTU_07,RD_SLT_S_EMH_PCT_TELLLIE_07,RD_SLT_S_EMH_PCT_HITOTHR_07,RD_SLT_S_EMH_PCT_STEALHME_07,RD_SLT_S_EMH_PCT_STEALOTHR_07,RD_SLT_S_EMH_PCT_CUTCLASS_07,RD_SLT_S_EMH_PCT_GANGACT_07,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_07,RD_SLT_S_EMH_PCT_YES_beatup_07,RD_SLT_S_EMH_PCT_Yes_TBeatup_07,RD_SLT_S_EMH_PCT_Yes_Afraid_07,RD_SLT_S_EMH_PCT_Yes_protection_07,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_07,RD_SLT_S_EMH_PCT_NONWHITE_07,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_08,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_08,RD_SLT_S_EMH_PCT_Less_BFAST_08,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_08,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_08,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_08,RD_SLT_S_EMH_PCT_YES_ROBBED_08,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_08,RD_SLT_S_EMH_PCT_attendany_afterschl_08,RD_SLT_S_EMH_PCT_paidwork_afterschl_08,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_08,RD_SLT_S_EMH_PCT_EDUC_afterschl_08,RD_SLT_S_EMH_PCT_VOL_afterschl_08,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_08,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_08,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_08,RD_SLT_S_EMH_PCT_ACTMEAN_08,RD_SLT_S_EMH_PCT_BREAKRULES_08,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_08,RD_SLT_S_EMH_PCT_HANG_TRBSTU_08,RD_SLT_S_EMH_PCT_TELLLIE_08,RD_SLT_S_EMH_PCT_HITOTHR_08,RD_SLT_S_EMH_PCT_STEALHME_08,RD_SLT_S_EMH_PCT_STEALOTHR_08,RD_SLT_S_EMH_PCT_CUTCLASS_08,RD_SLT_S_EMH_PCT_GANGACT_08,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_08,RD_SLT_S_EMH_PCT_YES_beatup_08,RD_SLT_S_EMH_PCT_Yes_TBeatup_08,RD_SLT_S_EMH_PCT_Yes_Afraid_08,RD_SLT_S_EMH_PCT_Yes_protection_08,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_08,RD_SLT_S_EMH_PCT_NONWHITE_08
6104,14.16,7.83,32.71,50.50,24.41,10.82,27.61,25.00,80.81,39.13,61.62,51.29,8.17,57.37,17.02,15.38,61.13,52.09,32.51,50.31,34.82,31.03,8.55,9.27,9.49,8.63,12.73,10.70,13.22,38.77,5.16,1.60,9.93,19.04,8.98,32.15,50.61,28.34,11.43,27.60,20.00,81.70,37.91,60.38,51.15,10.85,60.51,18.11,15.36,55.72,48.99,32.21,47.72,35.04,28.57,9.43,8.46,9.65,8.29,13.52,10.39,15.49,39.42,5.93,2.51,13.08,17.23,7.32,29.53,47.45,26.72,9.58,27.88,11.69,79.74,37.09,60.51,51.15,7.58,56.06,17.63,14.64,60.33,51.22,30.50,52.07,37.29,29.51,9.04,9.03,9.27,9.28,10.83,11.01,12.74,35.63,5.50,2.44,13.48,14.20,6.94,32.15,44.75,22.47,8.50,24.15,14.77,83.96,38.57,64.58,54.37,10.04,52.41,14.34,18.27,54.22,43.59,27.57,44.42,35.31,24.56,8.03,6.60,7.33,6.49,8.34,7.29,11.06,30.00,5.18,2.24,14.37,11.12,4.51,28.11,44.21,23.26,10.82,31.94,13.75,81.51,32.61,63.51,50.73,12.98,52.67,14.36,13.17,49.74,44.70,24.61,46.68,32.85,22.55,7.89,6.45,7.65,5.68,13.10,9.12,12.60,36.60,5.36,2.30,11.07
6109,3.42,0.00,3.36,38.60,20.51,0.00,29.41,5.26,93.28,40.68,80.67,75.63,25.42,41.67,16.22,10.00,23.53,24.37,11.67,25.21,14.41,11.02,5.88,4.20,7.56,4.20,9.17,6.78,5.88,32.77,3.36,0.86,7.69,11.02,0.79,12.40,47.20,28.46,0.77,31.78,15.38,96.92,45.60,83.72,79.07,29.13,54.69,20.00,4.67,34.11,41.09,15.50,43.85,27.56,20.93,19.38,6.98,4.65,10.85,12.21,7.69,14.62,40.46,6.25,0.00,9.52,12.69,0.00,14.39,48.51,31.85,0.73,31.39,12.70,96.43,51.47,82.14,73.38,13.67,58.99,20.00,8.04,35.51,27.54,17.99,34.53,15.11,19.42,7.25,2.16,1.45,8.70,11.51,14.39,17.27,32.85,5.80,2.17,13.87,11.00,1.49,16.91,36.68,29.50,1.45,35.89,14.86,91.35,40.78,80.29,68.75,26.70,49.76,15.10,9.22,29.27,32.37,22.82,39.61,23.19,19.32,12.44,4.81,5.31,12.08,11.00,9.57,14.98,37.02,5.77,0.49,7.11,8.63,0.72,5.00,32.61,23.91,2.86,35.00,5.79,92.81,33.81,77.70,75.54,25.18,38.57,17.65,4.39,25.00,20.71,13.57,28.57,9.35,14.29,7.14,3.57,3.57,6.47,12.86,9.29,12.86,40.58,4.29,0.71,5.76
6111,14.85,6.99,37.15,45.27,19.76,12.67,23.87,33.33,85.40,39.72,71.01,56.63,11.16,51.78,12.60,20.30,54.67,48.02,31.95,46.61,32.60,29.42,9.90,9.66,7.55,8.96,10.26,9.68,12.03,31.29,4.15,2.38,11.58,15.01,7.80,28.40,43.50,21.21,8.32,26.16,18.18,85.49,42.24,67.89,58.33,13.59,49.13,15.19,22.27,50.68,45.26,27.57,44.57,32.82,28.24,8.16,6.96,6.80,8.51,9.28,6.80,9.30,30.17,4.65,0.97,11.59,15.60,6.16,29.84,41.80,18.89,8.84,24.36,11.76,84.22,39.28,66.86,58.38,13.47,48.02,12.27,17.36,51.58,44.86,30.36,41.11,29.94,26.34,8.10,8.10,7.10,7.31,9.82,8.66,12.43,28.49,4.72,2.37,11.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6112,14.17,1.57,8.73,42.15,26.61,1.57,34.38,2.88,91.34,41.13,74.02,72.44,23.20,48.41,19.33,4.50,29.03,25.20,18.25,23.02,19.69,9.52,1.60,0.79,2.36,3.15,10.00,6.35,11.02,26.36,7.75,0.81,5.38,5.98,0.85,13.93,39.50,23.73,0.80,36.07,7.84,93.44,42.15,72.13,73.77,20.49,48.76,13.79,9.20,23.33,30.00,22.13,24.59,20.17,9.17,7.44,3.33,5.04,4.17,8.80,8.80,9.68,29.03,6.45,1.63,5.74,9.73,0.00,12.17,38.05,22.52,4.31,31.03,13.27,94.83,46.49,69.57,76.72,40.71,46.55,12.96,13.73,15.04,23.48,14.66,25.00,12.07,4.31,4.35,1.74,5.17,6.96,14.66,13.27,15.52,32.76,6.96,4.42,13.45,7.27,0.00,10.91,41.00,28.70,3.57,27.68,11.58,90.99,34.26,71.17,75.68,43.64,52.73,14.29,7.14,22.52,18.92,18.35,23.85,17.12,8.18,4.72,0.00,0.90,4.50,12.50,7.14,12.50,35.14,8.18,0.00,8.33,4.67,1.85,7.41,38.68,20.56,0.90,34.23,12.64,89.29,30.36,72.32,66.96,21.43,45.05,12.75,4.08,19.64,21.43,10.71,25.89,11.01,4.46,8.04,0.89,2.68,3.57,12.50,8.93,15.18,45.45,9.01,0.90,7.41
6114,11.54,0.00,19.75,57.33,41.03,0.00,30.49,8.82,92.68,49.38,76.83,74.07,13.16,64.56,32.43,20.51,29.87,28.75,24.39,31.71,16.67,19.51,10.98,2.44,6.10,4.88,12.20,8.64,14.63,45.12,2.44,0.00,10.13,6.10,0.00,17.65,50.62,25.93,1.15,18.39,10.29,90.59,46.43,67.06,69.05,13.10,56.47,18.18,7.46,25.00,26.51,22.35,22.62,14.46,10.71,4.71,4.71,4.76,7.06,7.95,12.64,14.94,31.82,4.55,1.16,17.44,6.02,1.16,8.99,45.98,23.53,1.12,27.27,10.13,94.32,59.77,78.41,71.59,11.36,56.18,12.05,2.82,32.18,18.60,32.18,31.40,14.12,12.79,4.71,1.16,3.45,9.30,15.73,17.98,19.54,42.70,9.20,0.00,9.09,7.89,1.97,21.71,44.76,35.86,3.13,35.63,22.33,84.87,37.58,67.76,61.84,31.13,60.93,17.52,9.30,32.00,29.14,22.15,46.05,17.11,15.23,8.55,4.61,5.92,7.24,15.63,15.63,12.58,41.25,10.00,4.40,10.69,3.80,0.00,16.46,43.42,32.47,2.44,24.39,15.15,85.90,28.95,60.26,65.38,14.29,55.13,20.00,5.77,35.90,32.05,31.58,45.45,19.23,10.39,10.39,2.60,2.56,6.58,7.32,10.98,4.88,32.93,3.70,0.00,11.39
6116,6.29,0.00,11.89,47.14,22.86,0.70,28.87,6.03,93.01,40.43,79.02,69.23,41.13,53.15,16.06,6.14,21.68,35.66,14.08,23.08,8.45,4.90,2.80,1.40,2.82,9.09,7.69,4.90,6.99,26.06,6.29,0.70,5.88,5.48,0.00,11.11,42.96,24.65,0.00,28.28,6.42,93.84,53.15,81.51,74.48,45.77,51.03,15.83,3.10,27.59,38.62,13.10,27.59,17.81,8.22,4.11,4.79,6.85,7.53,8.28,6.21,6.90,33.10,4.83,0.69,6.25,9.30,2.29,11.63,42.31,35.77,0.76,37.88,11.71,96.95,56.59,75.57,76.34,39.84,58.78,18.03,10.91,30.30,30.23,12.12,37.12,19.23,8.33,7.58,3.82,5.30,10.00,11.28,12.78,11.28,32.58,8.27,4.51,8.96,9.01,1.36,16.14,43.06,24.77,1.35,36.16,12.21,93.24,49.77,78.38,68.78,23.74,51.12,15.64,6.74,18.83,26.01,17.04,25.79,11.21,6.28,5.83,2.69,2.24,4.98,4.46,4.48,8.04,30.80,2.68,0.45,9.09,3.85,0.00,5.38,38.84,30.16,0.00,25.78,7.76,93.13,39.69,77.10,74.81,13.74,48.09,18.97,2.91,8.40,18.32,7.63,25.00,7.63,5.34,3.05,0.76,0.76,3.82,8.53,5.47,6.35,32.56,7.87,1.59,9.60
6117,11.81,0.68,11.64,52.78,34.72,0.00,30.20,7.56,94.48,51.06,80.69,70.83,28.78,61.64,25.35,6.15,23.97,26.35,22.97,31.29,17.57,7.64,4.76,1.36,2.72,8.90,8.72,15.54,8.72,31.76,3.40,0.00,7.09,6.76,0.00,13.82,36.30,32.21,0.66,28.76,12.30,94.77,50.98,81.05,74.51,22.00,50.66,16.78,6.02,33.33,28.76,24.34,29.14,19.61,13.07,5.88,1.32,3.92,7.19,9.15,12.42,9.87,26.32,7.19,1.97,6.76,4.26,1.43,14.79,36.69,31.91,0.00,41.13,11.02,95.07,55.32,82.39,68.31,28.99,48.25,19.71,4.92,25.53,23.94,27.97,27.46,8.57,13.57,3.60,0.71,1.41,5.67,16.78,18.31,13.99,41.55,7.75,2.84,14.79,6.35,2.13,14.74,36.87,26.63,2.56,43.94,10.43,91.71,47.59,83.33,64.40,22.16,44.44,17.82,9.94,22.92,28.87,21.13,30.21,9.33,13.54,6.28,3.13,4.15,6.77,15.58,14.14,15.90,37.56,8.25,2.62,9.42,3.60,0.90,10.62,45.71,27.93,0.87,31.30,10.53,92.17,37.72,78.26,66.67,14.29,52.21,19.42,5.10,23.01,24.56,19.30,38.60,17.54,12.28,5.26,1.75,1.75,11.50,12.17,11.30,17.54,38.26,2.63,0.00,16.81
6119,45.10,28.46,72.50,43.48,19.80,44.89,31.21,14.55,58.89,30.73,47.50,38.80,12.15,49.41,13.61,38.62,67.01,60.01,30.54,59.16,54.89,33.01,17.45,20.01,38.52,16.33,20.37,12.43,18.30,34.05,13.40,8.94,15.93,47.18,28.43,52.80,44.57,20.93,42.02,30.26,27.97,60.40,30.08,48.33,38.92,14.03,50.45,14.81,38.87,63.70,56.53,29.15,54.68,53.96,32.11,16.12,20.16,34.68,16.63,21.58,12.33,17.59,38.83,13.53,8.21,16.67,47.72,32.19,53.32,44.22,25.02,43.57,28.60,17.42,58.90,30.27,46.18,40.52,12.25,51.63,17.32,39.36,61.23,56.95,31.38,57.17,53.26,35.38,19.77,22.82,36.92,20.94,21.62,14.74,18.55,30.67,16.56,11.24,19.96,47.46,30.02,53.10,43.02,22.65,40.07,30.47,13.59,55.62,24.88,44.21,35.05,13.64,49.11,16.22,41.21,62.52,63.45,31.18,57.82,56.05,36.04,19.22,22.84,36.37,20.51,21.27,14.48,19.53,30.34,15.57,10.41,19.15,40.77,25.75,49.84,45.17,22.35,38.49,28.45,13.01,59.51,25.32,48.12,37.92,11.81,51.99,15.18,37.94,61.80,58.31,27.89,52.48,53.42,29.11,15.51,17.61,29.49,16.06,18.27,11.23,15.49,29.86,11.27,7.13,17.81
6120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,57.00,39.80,56.00,44.44,25.25,53.92,35.92,17.44,48.51,30.00,38.00,33.66,16.16,48.48,21.21,40.00,66.67,65.35,38.83,61.17,58.82,43.27,27.45,29.13,48.08,26.26,32.04,24.51,25.24,33.98,25.24,16.67,18.45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6121,9.27,0.50,12.08,43.15,31.50,1.44,38.94,14.37,91.71,42.42,73.04,73.66,41.92,56.52,16.32,7.04,41.95,29.41,15.27,30.05,24.63,19.02,8.29,5.37,7.77,12.20,14.42,11.06,14.90,36.71,8.65,2.40,10.78,8.25,2.44,15.87,42.29,27.23,1.93,38.54,13.79,94.23,44.88,77.40,77.88,8.29,53.37,14.87,6.76,27.05,25.60,17.79,37.38,21.26,16.83,5.91,4.90,4.88,8.82,12.98,14.63,14.56,38.46,6.80,2.96,9.52,9.74,0.51,11.17,39.27,25.13,3.02,40.40,12.94,87.88,37.95,72.22,70.05,17.35,47.72,15.87,6.88,32.65,38.46,22.45,38.27,22.34,19.80,13.27,6.63,5.10,11.34,12.50,11.62,12.63,38.00,7.58,1.02,7.04,11.94,1.88,15.85,36.19,21.72,2.58,32.34,15.45,90.37,42.11,78.89,71.00,16.42,44.61,12.16,7.52,28.89,33.70,20.74,31.85,14.50,11.48,9.67,2.23,1.86,5.58,9.96,7.04,10.04,34.32,5.20,0.38,6.34,6.96,1.27,8.18,34.81,26.42,0.62,37.04,7.48,91.82,35.44,79.87,64.15,10.06,47.20,13.46,0.75,22.64,35.00,13.75,28.13,13.38,9.38,5.00,1.25,1.25,2.52,10.49,10.49,11.11,29.19,3.70,1.23,8.86
7103,10.84,1.20,14.46,40.00,28.05,1.23,27.50,12.86,96.39,53.66,85.54,67.47,4.82,46.99,18.92,7.50,31.25,28.40,18.99,32.91,16.05,9.76,1.22,0.00,3.66,6.17,9.76,4.88,9.76,34.15,4.88,0.00,12.66,5.32,0.00,6.38,37.78,33.70,0.00,25.53,6.76,95.74,56.99,89.36,67.02,11.96,53.19,17.05,4.55,27.96,21.28,19.15,31.52,19.35,7.45,11.70,0.00,4.26,3.19,3.19,2.15,7.61,27.47,2.15,0.00,7.69,5.26,0.00,14.74,39.56,24.73,1.04,16.67,11.69,94.79,33.33,79.17,71.88,22.47,47.92,14.77,8.24,9.38,16.84,15.63,17.71,6.25,2.08,3.16,0.00,1.04,2.08,4.17,7.29,3.16,31.25,3.16,1.06,5.26,21.84,1.18,4.60,37.21,23.53,3.41,27.27,20.78,97.73,39.53,85.23,88.64,44.83,46.59,13.25,15.00,19.32,28.41,12.50,29.55,12.50,7.95,8.05,1.15,2.27,5.68,7.95,5.68,4.55,29.55,3.41,1.14,11.76,15.19,0.00,8.64,33.78,28.95,0.00,25.64,14.47,100.00,48.72,88.89,91.36,64.94,38.75,22.86,2.08,17.95,22.22,12.35,29.63,11.25,6.17,3.75,0.00,3.70,5.06,4.94,7.59,7.50,27.50,2.50,0.00,6.67
7106,27.78,2.70,13.16,45.95,24.32,0.00,32.43,4.35,81.58,57.89,57.89,65.79,21.05,50.00,19.44,12.90,55.26,36.84,27.03,40.54,10.53,18.92,2.63,7.89,0.00,18.42,13.51,13.51,18.92,43.24,5.41,0.00,48.65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7108,6.12,0.00,22.45,36.96,21.74,2.04,8.16,7.32,93.88,48.98,69.39,81.63,6.12,43.75,13.64,2.22,30.61,28.57,20.41,22.45,4.08,6.12,0.00,0.00,4.08,0.00,2.04,2.04,2.04,14.29,4.08,0.00,29.17,4.00,0.00,8.00,41.67,18.75,0.00,14.00,8.57,88.00,46.00,72.00,62.00,51.02,48.00,10.87,4.17,32.65,32.00,14.29,24.00,18.00,6.00,4.00,2.00,2.00,8.00,4.00,4.00,6.00,34.69,2.04,0.00,26.53,8.70,0.00,10.64,50.00,23.40,0.00,44.68,9.09,100.00,42.55,63.83,85.11,27.66,55.32,15.91,6.52,34.04,46.81,21.28,29.79,25.53,8.51,4.26,2.13,2.13,4.26,10.64,6.38,14.89,26.09,8.51,0.00,25.53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7110,3.39,0.00,11.29,32.26,20.63,0.00,26.98,8.00,95.08,49.15,83.61,72.13,20.00,38.10,14.52,9.76,16.39,21.31,17.74,19.35,9.84,6.56,1.61,3.23,0.00,11.67,9.52,6.35,7.94,32.79,4.76,0.00,9.84,8.47,6.78,11.29,41.38,29.03,4.92,33.87,17.31,96.77,42.86,79.03,75.81,16.95,53.23,15.52,7.50,29.51,27.42,16.39,44.26,18.03,11.67,1.67,6.56,4.92,6.67,6.45,6.45,6.67,42.62,3.23,1.67,12.28,4.08,1.96,11.54,42.86,30.61,1.96,17.31,14.58,94.12,44.90,84.00,58.82,2.04,56.86,14.89,7.69,36.00,11.76,16.33,24.49,10.20,6.00,9.80,1.96,3.92,6.12,11.54,15.69,15.38,26.92,1.92,0.00,8.70,7.04,4.29,23.94,45.45,22.73,0.00,28.57,7.02,91.55,46.38,76.06,74.65,17.39,52.86,12.90,3.28,44.12,44.29,27.14,35.21,22.54,22.86,16.90,5.71,7.14,12.68,15.49,15.49,12.68,39.44,7.04,4.23,18.84,1.85,0.00,14.81,34.00,20.75,0.00,12.90,1.92,96.30,38.89,77.78,79.63,35.29,40.74,12.24,6.38,12.96,18.52,7.41,7.41,5.56,5.56,1.85,0.00,1.85,1.85,1.61,3.23,0.00,17.74,1.61,0.00,20.63
7112,3.80,0.00,15.66,41.77,37.50,0.00,22.89,8.06,94.05,54.88,66.67,79.76,46.91,56.63,21.05,16.42,22.62,20.48,8.33,18.07,7.23,5.95,1.19,1.19,2.38,2.38,3.57,7.14,8.43,23.81,1.20,0.00,41.03,1.54,0.00,28.79,41.94,34.33,0.00,16.42,0.00,92.54,50.00,71.64,81.82,34.85,52.24,22.58,7.69,37.31,35.82,19.40,28.36,23.88,20.90,5.97,4.48,1.52,3.03,7.46,8.96,4.55,19.40,1.52,0.00,26.87,4.05,0.00,16.88,45.95,35.53,0.00,22.50,10.34,91.25,53.85,73.75,72.50,46.75,57.69,22.22,4.41,26.92,18.99,25.64,12.66,15.19,5.13,1.27,2.56,3.75,5.13,11.25,12.50,8.75,25.00,3.75,0.00,37.66,7.25,1.49,19.44,57.97,30.56,1.35,22.97,1.92,93.06,44.44,72.22,72.22,50.00,59.72,27.54,7.04,13.89,15.28,9.72,37.50,2.78,6.94,4.17,0.00,0.00,4.17,9.46,16.22,10.81,20.27,0.00,0.00,34.25,2.94,0.00,14.71,40.30,27.69,0.00,16.18,3.57,97.06,50.00,80.88,80.88,28.36,53.73,13.85,3.33,17.65,10.45,5.88,5.97,8.82,1.49,1.47,1.47,0.00,4.41,4.41,4.48,7.35,19.12,8.82,1.49,41.79
