school_year,LabelStateCode,LabelSchoolNameShort,LabelSchoolNameLong,LabelDistCode,LabelDistrict,LabelSch+District,LabelGradeConfig,LabelCharterSch,LabelSchCoreCity4,LabelSchCoreCity5,LabelSchCoreCity6,LabelGradeConfigAbbr,LabelSchCity,LabelElementary,LabelMiddle,LabelHigh,LabelSchMCSch,LabelSchMCElemSch,ACT_CEEB_code,nces_code,ctract2010,ctract2000,neighborhood
2011-2012,36103,Westerly MS,Westerly Middle School,36,Westerly,Westerly MS - Westerly,Middle,N,N,N,N,5 to 8,Westerly,N,Y,N,N,N,,440117000319,44009050902,44009050902,
2011-2012,36104,Westerly HS,Westerly High School,36,Westerly,Westerly HS - Westerly,High,N,N,N,N,9 to 12,Westerly,N,N,Y,N,N,400255,440117000325,44009050801,44009050801,
2011-2012,36106,State St,State Street School,36,Westerly,State St - Westerly,Elementary,N,N,N,N,K to 4,Westerly,Y,N,N,N,N,,440117000362,44009050802,44009050802,
2011-2012,36109,Dunn's Corners,Dunn's Corners School,36,Westerly,Dunn's Corners - Westerly,Elementary,N,N,N,N,K to 4,Westerly,Y,N,N,N,N,,440117000321,44009050902,44009050902,
2011-2012,36111,Springbrook,Springbrook Elementary School,36,Westerly,Springbrook - Westerly,Elementary,N,N,N,N,K to 4,Westerly,Y,N,N,N,N,,440117000120,44009050901,44009050901,
2011-2012,38104,Horgan,John F. Horgan Elementary School,38,West Warwick,Horgan - W. Warwick,Elementary,N,N,N,Y,PK to 4,West Warwick,Y,N,N,N,N,,440114000315,44003020200,44003020200,
2011-2012,38105,Quinn (PreK),Maisie E. Quinn Elementary School,38,West Warwick,Quinn (PreK) - W. Warwick,Elementary,N,N,N,Y,PK to PK,West Warwick,Y,N,N,N,N,,440114000316,,,
2011-2012,38106,West Warwick SHS,West Warwick Senior High School,38,West Warwick,West Warwick SHS - W. Warwick,High,N,N,N,Y,9 to 12,West Warwick,N,N,Y,N,N,400265,440114000318,44003020200,44003020200,
2011-2012,38107,Deering MS,John F. Deering Middle School,38,West Warwick,Deering MS - W. Warwick,Middle,N,N,N,Y,5 to 8,West Warwick,N,Y,N,N,N,,440114000313,44003020200,44003020200,
2011-2012,38109,Greenbush,Greenbush Elementary School,38,West Warwick,Greenbush - W. Warwick,Elementary,N,N,N,Y,PK to 4,West Warwick,Y,N,N,N,N,,440114000402,44003020101,44003020101,
2011-2012,38111,Wakefield Hills,Wakefield Hills Elementary School,38,West Warwick,Wakefield Hills - W. Warwick,Elementary,N,N,N,Y,PK to 4,West Warwick,Y,N,N,N,N,,440114000238,44003020500,44003020500,
2011-2012,39101,Harris,Harris School,39,Woonsocket,Harris - Woonsocket,Elementary,N,Y,Y,Y,K to 5,Woonsocket,Y,N,N,N,N,,440120000336,44007018000,44007018000,
2011-2012,39110,Pothier,Governor Aram J. Pothier School,39,Woonsocket,Pothier - Woonsocket,Elementary,N,Y,Y,Y,PK to 2,Woonsocket,Y,N,N,N,N,,440120000340,44007018200,44007018200,
2011-2012,39112,Fifth Ave,Fifth Avenue School,39,Woonsocket,Fifth Ave - Woonsocket,Elementary,N,Y,Y,Y,K to 2,Woonsocket,Y,N,N,N,N,,440120000332,44007017400,44007017400,
2011-2012,39115,Woonsocket MS,Woonsocket Middle School,39,Woonsocket,Woonsocket MS - Woonsocket,Middle,N,Y,Y,Y,6 to 8,Woonsocket,N,Y,N,N,N,,440120000346,44007017900,44007017900,
2011-2012,39117,Citizens Mem.,Citizens Memorial School,39,Woonsocket,Citizens Mem. - Woonsocket,Elementary,N,Y,Y,Y,2 to 5,Woonsocket,Y,N,N,N,N,,440120000329,44007018200,44007018200,
2011-2012,39118,Bernon Heights,Bernon Heights School,39,Woonsocket,Bernon Heights - Woonsocket,Elementary,N,Y,Y,Y,K to 5,Woonsocket,Y,N,N,N,N,,440120000327,44007017700,44007017700,
2011-2012,39119,Globe Park,Globe Park School,39,Woonsocket,Globe Park - Woonsocket,Elementary,N,Y,Y,Y,PK to 5,Woonsocket,Y,N,N,N,N,,440120000334,44007017500,44007017500,
2011-2012,39120,Savoie,Leo A. Savoie School,39,Woonsocket,Savoie - Woonsocket,Elementary,N,Y,Y,Y,K to 5,Woonsocket,Y,N,N,N,N,,440120000330,44007018400,44007018400,
2011-2012,39123,Woonsocket HS,Woonsocket High School,39,Woonsocket,Woonsocket HS - Woonsocket,High,N,Y,Y,Y,9 to 12,Woonsocket,N,N,Y,N,N,400295,440120000345,44007018500,44007018500,
2011-2012,39128,Coleman,Kevin K. Coleman Elementary School,39,Woonsocket,Coleman - Woonsocket,Elementary,N,Y,Y,Y,3 to 5,Woonsocket,Y,N,N,N,N,,440120000331,44007017400,44007017400,
2011-2012,39601,Beacon Arts HS,Beacon Charter High School for the Arts,58,Beacon Charter School,Beacon Arts HS - Beacon Charter,High,Y,Y,Y,Y,9 to 12,Woonsocket,N,N,Y,N,N,400282,440000800297,44007018000,44007018000,
2011-2012,96104,Guiteras,Guiteras School,96,Bristol Warren,Guiteras - Bristol-Warren,Elementary,N,N,N,N,K to 5,Bristol,Y,N,N,N,N,,440006500012,44001030902,44001030902,
2011-2012,96105,Colt-Andrews,Colt Andrews School,96,Bristol Warren,Colt-Andrews - Bristol-Warren,Elementary,N,N,N,N,K to 5,Bristol,Y,N,N,N,N,,440006500468,44001030700,44001030700,
2011-2012,96106,Rockwell,Rockwell School,96,Bristol Warren,Rockwell - Bristol-Warren,Elementary,N,N,N,N,K to 5,Bristol,Y,N,N,N,N,,440006500016,44001030902,44001030902,
2011-2012,96107,Mt. Hope HS,Mt. Hope High School,96,Bristol Warren,Mt. Hope HS - Bristol-Warren,High,N,N,N,N,9 to 12,Bristol,N,N,Y,N,N,400010,440006500009,44001030902,44001030902,
2011-2012,96112,Kickemuit MS,Kickemuit Middle School,96,Bristol Warren,Kickemuit MS - Bristol-Warren,Middle,N,N,N,N,6 to 8,Warren,N,Y,N,N,N,,440006500282,44001030601,44001030601,
2011-2012,96113,Cole,Hugh Cole School,96,Bristol Warren,Cole - Bristol-Warren,Elementary,N,N,N,N,PK to 5,Warren,Y,N,N,N,N,,440006500278,44001030601,44001030601,
2011-2012,97101,Wawaloam,Wawaloam School,97,Exeter-West Greenwich,Wawaloam - Exeter-W.Greenwich,Elementary,N,N,N,N,K to 2,Exeter,Y,N,N,N,N,,440036000038,44009050500,44009050500,
2011-2012,97102,Lineham (PreK),Mildred E. Lineham School,97,Exeter-West Greenwich,Lineham (PreK) - Exeter-W.Greenwich,Elementary,N,N,N,N,PK to PK,West Greenwich,Y,N,N,N,N,,440036000112,44003020800,44003020800,
2011-2012,97103,Metcalf,Metcalf School,97,Exeter-West Greenwich,Metcalf - Exeter-W.Greenwich,Elementary,N,N,N,N,3 to 6,Exeter,Y,N,N,N,N,,440036000111,44009050500,44009050500,
2011-2012,97105,Exeter-WG JHS,Exeter-West Greenwich Regional Junior High,97,Exeter-West Greenwich,Exeter-WG JHS - Exeter-W.Greenwich,Middle,N,N,N,N,7 to 8,West Greenwich,N,Y,N,N,N,,440036000390,44003020800,44003020800,
2011-2012,97106,Exeter-WG HS,Exeter-West Greenwich Regional High School,97,Exeter-West Greenwich,Exeter-WG HS - Exeter-W.Greenwich,High,N,N,N,N,9 to 12,West Greenwich,N,N,Y,N,N,400252,440036000391,44003020800,44003020800,
2011-2012,97601,Greene,The Greene School,62,The Greene School,Greene - Greene School,High,Y,N,N,N,9 to 11,West Greenwich,N,N,Y,N,N,400254,440001700477,44003020800,44003020800,
2011-2012,98101,Chariho HS,Chariho Regional High School,98,Chariho,Chariho HS - Chariho,High,N,N,N,N,9 to 12,Wood River Junction,N,N,Y,N,N,400270,440015000029,44009050600,44009050600,
2011-2012,98103,Chariho MS,Chariho Regional Middle School,98,Chariho,Chariho MS - Chariho,Middle,N,N,N,N,5 to 8,Wood River Junction,N,Y,N,N,N,,440015000386,44009050600,44009050600,
2011-2012,98104,Charlestown Elem.,Charlestown Elementary School,98,Chariho,Charlestown Elem. - Chariho,Elementary,N,N,N,N,K to 4,Charlestown,Y,N,N,N,N,,440015000030,44009051101,44009051101,
2011-2012,98105,Richmond Elem.,Richmond Elementary School,98,Chariho,Richmond Elem. - Chariho,Elementary,N,N,N,N,PK to 4,Wyoming,Y,N,N,N,N,,440015000251,44009050600,44009050600,
2011-2012,98106,Ashaway Elem.,Ashaway Elementary School,98,Chariho,Ashaway Elem. - Chariho,Elementary,N,N,N,N,K to 4,Ashaway,Y,N,N,N,N,,440015000122,44009050700,44009050700,
2011-2012,98107,Hope Valley Elem.,Hope Valley Elementary School,98,Chariho,Hope Valley Elem. - Chariho,Elementary,N,N,N,N,PK to 4,Hope Valley,Y,N,N,N,N,,440015000349,44009050700,44009050700,
2011-2012,98108,R.Y.S.E.,The R.Y.S.E. School,98,Chariho,R.Y.S.E. - Chariho,"Elem,Middle,High",N,N,N,N,PK to 12,Wood River Junction,Y,Y,Y,N,N,,440015000286,44009050600,44009050600,
2011-2012,99101,Ponaganset MS,Ponaganset Middle School,99,Foster-Glocester,Ponaganset MS - Foster-Glocester,Middle,N,N,N,N,6 to 8,North Scituate,N,Y,N,N,N,,440042000117,44007013101,44007013101,
2011-2012,99102,Ponaganset HS,Ponaganset High School,99,Foster-Glocester,Ponaganset HS - Foster-Glocester,High,N,N,N,N,9 to 12,North Scituate,N,N,Y,N,N,400093,440042000116,44007013101,44007013101,
2011-2012,Statewide,Statewide,Statewide,00,Statewide,Statewide,"Elem,Middle,High",S,S,S,S,PK to 12,,S,S,S,S,N,,,,,
