school_code,enroll_1112,enroll_lunchF_1112,enroll_lunchR_1112,enroll_lunchP_1112,PCT_FREE_1112,PCT_FREE_SUP_1112,NUM_FREE_SUP_1112,PCT_RED_1112,PCT_RED_SUP_1112,NUM_RED_SUP_1112,PCT_PAID_1112,PCT_PAID_SUP_1112,NUM_PAID_SUP_1112,NUM_FREERED_1112,PCT_FREERED_1112,PCT_FREERED_SUP_1112,NUM_FREERED_SUP_1112,enroll_lunchF_1011,enroll_lunchP_1011,enroll_lunchR_1011,enroll_1011,PCT_FREE_1011,PCT_FREE_SUP_1011,NUM_FREE_SUP_1011,PCT_RED_1011,PCT_RED_SUP_1011,NUM_RED_SUP_1011,PCT_PAID_1011,PCT_PAID_SUP_1011,NUM_PAID_SUP_1011,NUM_FREERED_1011,PCT_FREERED_1011,PCT_FREERED_SUP_1011,NUM_FREERED_SUP_1011,enroll_0910,enroll_lunchF_0910,enroll_lunchR_0910,enroll_lunchP_0910,PCT_FREE_0910,PCT_FREE_SUP_0910,NUM_FREE_SUP_0910,PCT_RED_0910,PCT_RED_SUP_0910,NUM_RED_SUP_0910,PCT_PAID_0910,PCT_PAID_SUP_0910,NUM_PAID_SUP_0910,NUM_FREERED_0910,PCT_FREERED_0910,PCT_FREERED_SUP_0910,NUM_FREERED_SUP_0910,enroll_0809,enroll_lunchF_0809,enroll_lunchR_0809,enroll_lunchP_0809,PCT_FREE_0809,PCT_FREE_SUP_0809,NUM_FREE_SUP_0809,PCT_RED_0809,PCT_RED_SUP_0809,NUM_RED_SUP_0809,PCT_PAID_0809,PCT_PAID_SUP_0809,NUM_PAID_SUP_0809,NUM_FREERED_0809,PCT_FREERED_0809,PCT_FREERED_SUP_0809,NUM_FREERED_SUP_0809,enroll_0708,enroll_lunchF_0708,enroll_lunchR_0708,enroll_lunchP_0708,PCT_FREE_0708,PCT_FREE_SUP_0708,NUM_FREE_SUP_0708,PCT_RED_0708,PCT_RED_SUP_0708,NUM_RED_SUP_0708,PCT_PAID_0708,PCT_PAID_SUP_0708,NUM_PAID_SUP_0708,NUM_FREERED_0708,PCT_FREERED_0708,PCT_FREERED_SUP_0708,NUM_FREERED_SUP_0708,enroll_0607,enroll_lunchF_0607,enroll_lunchR_0607,enroll_lunchP_0607,PCT_FREE_0607,PCT_FREE_SUP_0607,NUM_FREE_SUP_0607,PCT_RED_0607,PCT_RED_SUP_0607,NUM_RED_SUP_0607,PCT_PAID_0607,PCT_PAID_SUP_0607,NUM_PAID_SUP_0607,NUM_FREERED_0607,PCT_FREERED_0607,PCT_FREERED_SUP_0607,NUM_FREERED_SUP_0607,enroll_0506,enroll_lunchF_0506,enroll_lunchR_0506,enroll_lunchP_0506,PCT_FREE_0506,PCT_FREE_SUP_0506,NUM_FREE_SUP_0506,PCT_RED_0506,PCT_RED_SUP_0506,NUM_RED_SUP_0506,PCT_PAID_0506,PCT_PAID_SUP_0506,NUM_PAID_SUP_0506,NUM_FREERED_0506,PCT_FREERED_0506,PCT_FREERED_SUP_0506,NUM_FREERED_SUP_0506
38104,495,298,50,147,60.2,60.2,298,10.1,10.1,50,29.7,29.7,147,348,70.3,70.3,348,316.00,156.00,41.00,513,61.6,61.6,316,8.0,8.0,41,30.4,30.4,156,357,69.6,69.6,357,445,260,42,143,58.4,58.4,260,9.4,9.4,42,32.1,32.1,143,302,67.9,67.9,302,443,259,47,137,58.5,58.5,259,10.6,10.6,47,30.9,30.9,137,306,69.1,69.1,306,433,226,54,153,52.2,52.2,226,12.5,12.5,54,35.3,35.3,153,280,64.7,64.7,280,418,137,49,232,32.8,32.8,137,11.7,11.7,49,55.5,55.5,232,186,44.5,44.5,186,415,159,46,210,38.3,38.3,159,11.1,11.1,46,50.6,50.6,210,205,49.4,49.4,205
38105,41,15,1,25,36.6,36.6,15,2.4,-1.0,-1,61.0,61.0,25,16,39.0,39.0,16,,,,,,,,,,,,,,,,,,342,145,36,161,42.4,42.4,145,10.5,10.5,36,47.1,47.1,161,181,52.9,52.9,181,317,133,28,156,42.0,42.0,133,8.8,8.8,28,49.2,49.2,156,161,50.8,50.8,161,330,134,32,164,40.6,40.6,134,9.7,9.7,32,49.7,49.7,164,166,50.3,50.3,166,368,113,33,222,30.7,30.7,113,9.0,9.0,33,60.3,60.3,222,146,39.7,39.7,146,361,104,37,220,28.8,28.8,104,10.2,10.2,37,60.9,60.9,220,141,39.1,39.1,141
38106,1022,376,53,593,36.8,36.8,376,5.2,5.2,53,58.0,58.0,593,429,42.0,42.0,429,369.00,622.00,48.00,1039,35.5,35.5,369,4.6,4.6,48,59.9,59.9,622,417,40.1,40.1,417,1075,318,58,699,29.6,29.6,318,5.4,5.4,58,65.0,65.0,699,376,35.0,35.0,376,1093,297,60,736,27.2,27.2,297,5.5,5.5,60,67.3,67.3,736,357,32.7,32.7,357,1135,276,66,793,24.3,24.3,276,5.8,5.8,66,69.9,69.9,793,342,30.1,30.1,342,1169,142,55,972,12.1,12.1,142,4.7,4.7,55,83.1,83.1,972,197,16.9,16.9,197,1119,126,33,960,11.3,11.3,126,2.9,2.9,33,85.8,85.8,960,159,14.2,14.2,159
38107,1010,457,90,463,45.2,45.2,457,8.9,8.9,90,45.8,45.8,463,547,54.2,54.2,547,427.00,491.00,75.00,993,43.0,43.0,427,7.6,7.6,75,49.4,49.4,491,502,50.6,50.6,502,783,303,76,404,38.7,38.7,303,9.7,9.7,76,51.6,51.6,404,379,48.4,48.4,379,799,290,81,428,36.3,36.3,290,10.1,10.1,81,53.6,53.6,428,371,46.4,46.4,371,854,303,66,485,35.5,35.5,303,7.7,7.7,66,56.8,56.8,485,369,43.2,43.2,369,874,216,66,592,24.7,24.7,216,7.6,7.6,66,67.7,67.7,592,282,32.3,32.3,282,920,195,68,657,21.2,21.2,195,7.4,7.4,68,71.4,71.4,657,263,28.6,28.6,263
38109,487,136,37,314,27.9,27.9,136,7.6,7.6,37,64.5,64.5,314,173,35.5,35.5,173,131.00,356.00,38.00,525,25.0,25.0,131,7.2,7.2,38,67.8,67.8,356,169,32.2,32.2,169,448,124,28,296,27.7,27.7,124,6.3,6.3,28,66.1,66.1,296,152,33.9,33.9,152,462,100,37,325,21.6,21.6,100,8.0,8.0,37,70.3,70.3,325,137,29.7,29.7,137,437,95,23,319,21.7,21.7,95,5.3,5.3,23,73.0,73.0,319,118,27.0,27.0,118,458,66,14,378,14.4,14.4,66,3.1,3.1,14,82.5,82.5,378,80,17.5,17.5,80,470,85,14,371,18.1,18.1,85,3.0,3.0,14,78.9,78.9,371,99,21.1,21.1,99
38111,389,169,37,183,43.4,43.4,169,9.5,9.5,37,47.0,47.0,183,206,53.0,53.0,206,214.00,192.00,24.00,430,49.8,49.8,214,5.6,5.6,24,44.7,44.7,192,238,55.3,55.3,238,439,181,30,228,41.2,41.2,181,6.8,6.8,30,51.9,51.9,228,211,48.1,48.1,211,400,143,39,218,35.8,35.8,143,9.8,9.8,39,54.5,54.5,218,182,45.5,45.5,182,443,155,38,250,35.0,35.0,155,8.6,8.6,38,56.4,56.4,250,193,43.6,43.6,193,459,122,47,290,26.6,26.6,122,10.2,10.2,47,63.2,63.2,290,169,36.8,36.8,169,442,123,31,288,27.8,27.8,123,7.0,7.0,31,65.2,65.2,288,154,34.8,34.8,154
39101,401,268,30,103,66.8,66.8,268,7.5,7.5,30,25.7,25.7,103,298,74.3,74.3,298,302.00,107.00,23.00,432,69.9,69.9,302,5.3,5.3,23,24.8,24.8,107,325,75.2,75.2,325,409,260,47,102,63.6,63.6,260,11.5,11.5,47,24.9,24.9,102,307,75.1,75.1,307,425,287,33,105,67.5,67.5,287,7.8,7.8,33,24.7,24.7,105,320,75.3,75.3,320,446,284,37,125,63.7,63.7,284,8.3,8.3,37,28.0,28.0,125,321,72.0,72.0,321,348,179,35,134,51.4,51.4,179,10.1,10.1,35,38.5,38.5,134,214,61.5,61.5,214,369,175,53,141,47.4,47.4,175,14.4,14.4,53,38.2,38.2,141,228,61.8,61.8,228
39109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,130,42,27,65.3,65.3,130,21.1,21.1,42,13.6,13.6,27,172,86.4,86.4,172,201,115,25,61,57.2,57.2,115,12.4,12.4,25,30.3,30.3,61,140,69.7,69.7,140
39110,480,368,17,95,76.7,76.7,368,3.5,3.5,17,19.8,19.8,95,385,80.2,80.2,385,350.00,85.00,19.00,454,77.1,77.1,350,4.2,4.2,19,18.7,18.7,85,369,81.3,81.3,369,486,340,33,113,70.0,70.0,340,6.8,6.8,33,23.3,23.3,113,373,76.7,76.7,373,455,333,32,90,73.2,73.2,333,7.0,7.0,32,19.8,19.8,90,365,80.2,80.2,365,420,278,37,105,66.2,66.2,278,8.8,8.8,37,25.0,25.0,105,315,75.0,75.0,315,378,238,46,94,63.0,63.0,238,12.2,12.2,46,24.9,24.9,94,284,75.1,75.1,284,337,187,37,113,55.5,55.5,187,11.0,11.0,37,33.5,33.5,113,224,66.5,66.5,224
39112,261,200,17,44,76.6,76.6,200,6.5,6.5,17,16.9,16.9,44,217,83.1,83.1,217,175.00,49.00,6.00,230,76.1,76.1,175,2.6,2.6,6,21.3,21.3,49,181,78.7,78.7,181,215,166,15,34,77.2,77.2,166,7.0,7.0,15,15.8,15.8,34,181,84.2,84.2,181,205,164,19,22,80.0,80.0,164,9.3,9.3,19,10.7,10.7,22,183,89.3,89.3,183,225,170,22,33,75.6,75.6,170,9.8,9.8,22,14.7,14.7,33,192,85.3,85.3,192,213,155,27,31,72.8,72.8,155,12.7,12.7,27,14.6,14.6,31,182,85.4,85.4,182,154,118,11,25,76.6,76.6,118,7.1,7.1,11,16.2,16.2,25,129,83.8,83.8,129
39115,1258,858,100,300,68.2,68.2,858,7.9,7.9,100,23.8,23.8,300,958,76.2,76.2,958,933.00,328.00,82.00,1343,69.5,69.5,933,6.1,6.1,82,24.4,24.4,328,1015,75.6,75.6,1015,1425,925,153,347,64.9,64.9,925,10.7,10.7,153,24.4,24.4,347,1078,75.6,75.6,1078,1331,858,136,337,64.5,64.5,858,10.2,10.2,136,25.3,25.3,337,994,74.7,74.7,994,1334,805,125,404,60.3,60.3,805,9.4,9.4,125,30.3,30.3,404,930,69.7,69.7,930,1463,840,198,425,57.4,57.4,840,13.5,13.5,198,29.0,29.0,425,1038,71.0,71.0,1038,1476,715,199,562,48.4,48.4,715,13.5,13.5,199,38.1,38.1,562,914,61.9,61.9,914
39116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,83,11,12,78.3,78.3,83,10.4,10.4,11,11.3,11.3,12,94,88.7,88.7,94
39117,269,220,16,33,81.8,81.8,220,5.9,5.9,16,12.3,12.3,33,236,87.7,87.7,236,212.00,17.00,15.00,244,86.9,86.9,212,6.1,6.1,15,7.0,7.0,17,227,93.0,93.0,227,288,236,23,29,81.9,81.9,236,8.0,8.0,23,10.1,10.1,29,259,89.9,89.9,259,329,259,23,47,78.7,78.7,259,7.0,7.0,23,14.3,14.3,47,282,85.7,85.7,282,367,293,28,46,79.8,79.8,293,7.6,7.6,28,12.5,12.5,46,321,87.5,87.5,321,351,260,41,50,74.1,74.1,260,11.7,11.7,41,14.2,14.2,50,301,85.8,85.8,301,358,221,49,88,61.7,61.7,221,13.7,13.7,49,24.6,24.6,88,270,75.4,75.4,270
39118,449,257,24,168,57.2,57.2,257,5.3,5.3,24,37.4,37.4,168,281,62.6,62.6,281,254.00,149.00,33.00,436,58.3,58.3,254,7.6,7.6,33,34.2,34.2,149,287,65.8,65.8,287,385,205,34,146,53.2,53.2,205,8.8,8.8,34,37.9,37.9,146,239,62.1,62.1,239,356,183,46,127,51.4,51.4,183,12.9,12.9,46,35.7,35.7,127,229,64.3,64.3,229,386,217,32,137,56.2,56.2,217,8.3,8.3,32,35.5,35.5,137,249,64.5,64.5,249,384,172,49,163,44.8,44.8,172,12.8,12.8,49,42.4,42.4,163,221,57.6,57.6,221,386,140,46,200,36.3,36.3,140,11.9,11.9,46,51.8,51.8,200,186,48.2,48.2,186
39119,459,268,55,136,58.4,58.4,268,12.0,12.0,55,29.6,29.6,136,323,70.4,70.4,323,254.00,157.00,38.00,449,56.6,56.6,254,8.5,8.5,38,35.0,35.0,157,292,65.0,65.0,292,427,215,53,159,50.4,50.4,215,12.4,12.4,53,37.2,37.2,159,268,62.8,62.8,268,462,263,42,157,56.9,56.9,263,9.1,9.1,42,34.0,34.0,157,305,66.0,66.0,305,452,219,61,172,48.5,48.5,219,13.5,13.5,61,38.1,38.1,172,280,61.9,61.9,280,462,228,75,159,49.4,49.4,228,16.2,16.2,75,34.4,34.4,159,303,65.6,65.6,303,419,175,51,193,41.8,41.8,175,12.2,12.2,51,46.1,46.1,193,226,53.9,53.9,226
39120,398,198,23,177,49.7,49.7,198,5.8,5.8,23,44.5,44.5,177,221,55.5,55.5,221,182.00,181.00,24.00,387,47.0,47.0,182,6.2,6.2,24,46.8,46.8,181,206,53.2,53.2,206,367,150,34,183,40.9,40.9,150,9.3,9.3,34,49.9,49.9,183,184,50.1,50.1,184,330,121,35,174,36.7,36.7,121,10.6,10.6,35,52.7,52.7,174,156,47.3,47.3,156,354,124,22,208,35.0,35.0,124,6.2,6.2,22,58.8,58.8,208,146,41.2,41.2,146,320,92,32,196,28.8,28.8,92,10.0,10.0,32,61.3,61.3,196,124,38.8,38.8,124,396,129,50,217,32.6,32.6,129,12.6,12.6,50,54.8,54.8,217,179,45.2,45.2,179
39123,1717,918,130,669,53.5,53.5,918,7.6,7.6,130,39.0,39.0,669,1048,61.0,61.0,1048,988.00,677.00,129.00,1794,55.1,55.1,988,7.2,7.2,129,37.7,37.7,677,1117,62.3,62.3,1117,1750,861,162,727,49.2,49.2,861,9.3,9.3,162,41.5,41.5,727,1023,58.5,58.5,1023,1810,862,176,772,47.6,47.6,862,9.7,9.7,176,42.7,42.7,772,1038,57.3,57.3,1038,1895,851,139,905,44.9,44.9,851,7.3,7.3,139,47.8,47.8,905,990,52.2,52.2,990,1920,830,205,885,43.2,43.2,830,10.7,10.7,205,46.1,46.1,885,1035,53.9,53.9,1035,1965,557,147,1261,28.3,28.3,557,7.5,7.5,147,64.2,64.2,1261,704,35.8,35.8,704
39128,225,195,20,10,86.7,86.7,195,8.9,8.9,20,4.4,4.4,10,215,95.6,95.6,215,225.00,15.00,14.00,254,88.6,88.6,225,5.5,5.5,14,5.9,5.9,15,239,94.1,94.1,239,243,199,17,27,81.9,81.9,199,7.0,7.0,17,11.1,11.1,27,216,88.9,88.9,216,256,205,27,24,80.1,80.1,205,10.5,10.5,27,9.4,9.4,24,232,90.6,90.6,232,281,217,15,49,77.2,77.2,217,5.3,5.3,15,17.4,17.4,49,232,82.6,82.6,232,287,226,34,27,78.7,78.7,226,11.8,11.8,34,9.4,9.4,27,260,90.6,90.6,260,235,184,20,31,78.3,78.3,184,8.5,8.5,20,13.2,13.2,31,204,86.8,86.8,204
39601,226,94,15,117,41.6,41.6,94,6.6,6.6,15,51.8,51.8,117,109,48.2,48.2,109,92.00,110.00,12.00,214,43.0,43.0,92,5.6,5.6,12,51.4,51.4,110,104,48.6,48.6,104,225,84,25,116,37.3,37.3,84,11.1,11.1,25,51.6,51.6,116,109,48.4,48.4,109,193,70,21,102,36.3,36.3,70,10.9,10.9,21,52.8,52.8,102,91,47.2,47.2,91,177,73,18,86,41.2,41.2,73,10.2,10.2,18,48.6,48.6,86,91,51.4,51.4,91,143,53,22,68,37.1,37.1,53,15.4,15.4,22,47.6,47.6,68,75,52.4,52.4,75,115,38,9,68,33.0,33.0,38,7.8,7.8,9,59.1,59.1,68,47,40.9,40.9,47
96103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,40,10,184,17.1,17.1,40,4.3,4.3,10,78.6,78.6,184,50,21.4,21.4,50,238,27,17,194,11.3,11.3,27,7.1,7.1,17,81.5,81.5,194,44,18.5,18.5,44,249,25,11,213,10.0,10.0,25,4.4,4.4,11,85.5,85.5,213,36,14.5,14.5,36
96104,285,49,13,223,17.2,17.2,49,4.6,4.6,13,78.2,78.2,223,62,21.8,21.8,62,65.00,205.00,19.00,289,22.5,22.5,65,6.6,6.6,19,70.9,70.9,205,84,29.1,29.1,84,273,49,19,205,17.9,17.9,49,7.0,7.0,19,75.1,75.1,205,68,24.9,24.9,68,264,45,19,200,17.0,17.0,45,7.2,7.2,19,75.8,75.8,200,64,24.2,24.2,64,264,31,19,214,11.7,11.7,31,7.2,7.2,19,81.1,81.1,214,50,18.9,18.9,50,284,40,20,224,14.1,14.1,40,7.0,7.0,20,78.9,78.9,224,60,21.1,21.1,60,291,41,24,226,14.1,14.1,41,8.2,8.2,24,77.7,77.7,226,65,22.3,22.3,65
96105,409,138,27,244,33.7,33.7,138,6.6,6.6,27,59.7,59.7,244,165,40.3,40.3,165,127.00,254.00,23.00,404,31.4,31.4,127,5.7,5.7,23,62.9,62.9,254,150,37.1,37.1,150,381,112,24,245,29.4,29.4,112,6.3,6.3,24,64.3,64.3,245,136,35.7,35.7,136,399,113,36,250,28.3,28.3,113,9.0,9.0,36,62.7,62.7,250,149,37.3,37.3,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10,4,65,12.7,12.7,10,5.1,-1.0,-1,82.3,82.3,65,14,17.7,17.7,14
96106,295,41,8,246,13.9,13.9,41,2.7,2.7,8,83.4,83.4,246,49,16.6,16.6,49,25.00,260.00,13.00,298,8.4,8.4,25,4.4,4.4,13,87.2,87.2,260,38,12.8,12.8,38,295,16,6,273,5.4,5.4,16,2.0,2.0,6,92.5,92.5,273,22,7.5,7.5,22,293,16,10,267,5.5,5.5,16,3.4,3.4,10,91.1,91.1,267,26,8.9,8.9,26,282,37,4,241,13.1,13.1,37,1.4,-1.0,-1,85.5,85.5,241,41,14.5,14.5,41,280,16,7,257,5.7,5.7,16,2.5,2.5,7,91.8,91.8,257,23,8.2,8.2,23,222,14,6,202,6.3,6.3,14,2.7,2.7,6,91.0,91.0,202,20,9.0,9.0,20
96107,1061,248,87,726,23.4,23.4,248,8.2,8.2,87,68.4,68.4,726,335,31.6,31.6,335,249.00,720.00,110.00,1079,23.1,23.1,249,10.2,10.2,110,66.7,66.7,720,359,33.3,33.3,359,1105,254,89,762,23.0,23.0,254,8.1,8.1,89,69.0,69.0,762,343,31.0,31.0,343,1123,210,109,804,18.7,18.7,210,9.7,9.7,109,71.6,71.6,804,319,28.4,28.4,319,1146,193,97,856,16.8,16.8,193,8.5,8.5,97,74.7,74.7,856,290,25.3,25.3,290,1144,142,86,916,12.4,12.4,142,7.5,7.5,86,80.1,80.1,916,228,19.9,19.9,228,1159,150,79,930,12.9,12.9,150,6.8,6.8,79,80.2,80.2,930,229,19.8,19.8,229
96108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,72,20,123,33.5,33.5,72,9.3,9.3,20,57.2,57.2,123,92,42.8,42.8,92,221,72,31,118,32.6,32.6,72,14.0,14.0,31,53.4,53.4,118,103,46.6,46.6,103,191,68,21,102,35.6,35.6,68,11.0,11.0,21,53.4,53.4,102,89,46.6,46.6,89
96111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,37,18,86,26.2,26.2,37,12.8,12.8,18,61.0,61.0,86,55,39.0,39.0,55,144,39,20,85,27.1,27.1,39,13.9,13.9,20,59.0,59.0,85,59,41.0,41.0,59
96112,769,224,65,480,29.1,29.1,224,8.5,8.5,65,62.4,62.4,480,289,37.6,37.6,289,231.00,470.00,75.00,776,29.8,29.8,231,9.7,9.7,75,60.6,60.6,470,306,39.4,39.4,306,814,197,78,539,24.2,24.2,197,9.6,9.6,78,66.2,66.2,539,275,33.8,33.8,275,788,197,72,519,25.0,25.0,197,9.1,9.1,72,65.9,65.9,519,269,34.1,34.1,269,806,164,69,573,20.3,20.3,164,8.6,8.6,69,71.1,71.1,573,233,28.9,28.9,233,775,157,90,528,20.3,20.3,157,11.6,11.6,90,68.1,68.1,528,247,31.9,31.9,247,822,170,85,567,20.7,20.7,170,10.3,10.3,85,69.0,69.0,567,255,31.0,31.0,255
96113,650,225,39,386,34.6,34.6,225,6.0,6.0,39,59.4,59.4,386,264,40.6,40.6,264,199.00,351.00,38.00,588,33.8,33.8,199,6.5,6.5,38,59.7,59.7,351,237,40.3,40.3,237,571,188,51,332,32.9,32.9,188,8.9,8.9,51,58.1,58.1,332,239,41.9,41.9,239,529,158,62,309,29.9,29.9,158,11.7,11.7,62,58.4,58.4,309,220,41.6,41.6,220,461,134,44,283,29.1,29.1,134,9.5,9.5,44,61.4,61.4,283,178,38.6,38.6,178,332,85,46,201,25.6,25.6,85,13.9,13.9,46,60.5,60.5,201,131,39.5,39.5,131,309,74,41,194,23.9,23.9,74,13.3,13.3,41,62.8,62.8,194,115,37.2,37.2,115
97101,309,28,6,275,9.1,9.1,28,1.9,1.9,6,89.0,89.0,275,34,11.0,11.0,34,22.00,223.00,6.00,251,8.8,8.8,22,2.4,2.4,6,88.8,88.8,223,28,11.2,11.2,28,257,23,8,226,8.9,8.9,23,3.1,3.1,8,87.9,87.9,226,31,12.1,12.1,31,250,30,6,214,12.0,12.0,30,2.4,2.4,6,85.6,85.6,214,36,14.4,14.4,36,258,34,7,217,13.2,13.2,34,2.7,2.7,7,84.1,84.1,217,41,15.9,15.9,41,258,23,5,230,8.9,8.9,23,1.9,1.9,5,89.1,89.1,230,28,10.9,10.9,28,261,17,3,241,6.5,6.5,17,1.1,-1.0,-1,92.3,92.3,241,20,7.7,7.7,20
97102,35,0,0,35,.0,-1.0,-1,.0,-1.0,-1,100.0,100.0,35,0,.0,-1.0,-1,.00,117.00,.00,117,.0,-1.0,-1,.0,-1.0,-1,100.0,100.0,117,0,.0,-1.0,-1,128,4,1,123,3.1,-1.0,-1,.8,-1.0,-1,96.1,96.1,123,5,3.9,3.9,5,133,6,3,124,4.5,4.5,6,2.3,-1.0,-1,93.2,93.2,124,9,6.8,6.8,9,135,10,2,123,7.4,7.4,10,1.5,-1.0,-1,91.1,91.1,123,12,8.9,8.9,12,122,3,1,118,2.5,-1.0,-1,.8,-1.0,-1,96.7,96.7,118,4,3.3,-1.0,-1,145,10,1,134,6.9,6.9,10,.7,-1.0,-1,92.4,92.4,134,11,7.6,7.6,11
97103,540,69,14,457,12.8,12.8,69,2.6,2.6,14,84.6,84.6,457,83,15.4,15.4,83,72.00,449.00,13.00,534,13.5,13.5,72,2.4,2.4,13,84.1,84.1,449,85,15.9,15.9,85,546,64,14,468,11.7,11.7,64,2.6,2.6,14,85.7,85.7,468,78,14.3,14.3,78,567,65,26,476,11.5,11.5,65,4.6,4.6,26,84.0,84.0,476,91,16.0,16.0,91,584,63,15,506,10.8,10.8,63,2.6,2.6,15,86.6,86.6,506,78,13.4,13.4,78,597,47,20,530,7.9,7.9,47,3.4,3.4,20,88.8,88.8,530,67,11.2,11.2,67,645,59,31,555,9.1,9.1,59,4.8,4.8,31,86.0,86.0,555,90,14.0,14.0,90
97105,290,34,6,250,11.7,11.7,34,2.1,2.1,6,86.2,86.2,250,40,13.8,13.8,40,41.00,260.00,12.00,313,13.1,13.1,41,3.8,3.8,12,83.1,83.1,260,53,16.9,16.9,53,335,37,11,287,11.0,11.0,37,3.3,3.3,11,85.7,85.7,287,48,14.3,14.3,48,320,21,13,286,6.6,6.6,21,4.1,4.1,13,89.4,89.4,286,34,10.6,10.6,34,335,31,12,292,9.3,9.3,31,3.6,3.6,12,87.2,87.2,292,43,12.8,12.8,43,351,22,17,312,6.3,6.3,22,4.8,4.8,17,88.9,88.9,312,39,11.1,11.1,39,344,15,12,317,4.4,4.4,15,3.5,3.5,12,92.2,92.2,317,27,7.8,7.8,27
97106,580,54,18,508,9.3,9.3,54,3.1,3.1,18,87.6,87.6,508,72,12.4,12.4,72,48.00,525.00,18.00,591,8.1,8.1,48,3.0,3.0,18,88.8,88.8,525,66,11.2,11.2,66,623,45,21,557,7.2,7.2,45,3.4,3.4,21,89.4,89.4,557,66,10.6,10.6,66,641,40,22,579,6.2,6.2,40,3.4,3.4,22,90.3,90.3,579,62,9.7,9.7,62,671,36,22,613,5.4,5.4,36,3.3,3.3,22,91.4,91.4,613,58,8.6,8.6,58,701,30,27,644,4.3,4.3,30,3.9,3.9,27,91.9,91.9,644,57,8.1,8.1,57,741,32,37,672,4.3,4.3,32,5.0,5.0,37,90.7,90.7,672,69,9.3,9.3,69
97601,121,13,4,104,10.7,10.7,13,3.3,-1.0,-1,86.0,86.0,104,17,14.0,14.0,17,9.00,70.00,2.00,81,11.1,11.1,9,2.5,-1.0,-1,86.4,86.4,70,11,13.6,13.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98101,1186,175,48,963,14.8,14.8,175,4.0,4.0,48,81.2,81.2,963,223,18.8,18.8,223,188.00,969.00,46.00,1203,15.6,15.6,188,3.8,3.8,46,80.5,80.5,969,234,19.5,19.5,234,1189,140,48,1001,11.8,11.8,140,4.0,4.0,48,84.2,84.2,1001,188,15.8,15.8,188,1207,143,62,1002,11.8,11.8,143,5.1,5.1,62,83.0,83.0,1002,205,17.0,17.0,205,1239,141,53,1045,11.4,11.4,141,4.3,4.3,53,84.3,84.3,1045,194,15.7,15.7,194,1241,108,51,1082,8.7,8.7,108,4.1,4.1,51,87.2,87.2,1082,159,12.8,12.8,159,1248,93,42,1113,7.5,7.5,93,3.4,3.4,42,89.2,89.2,1113,135,10.8,10.8,135
98103,1016,189,39,788,18.6,18.6,189,3.8,3.8,39,77.6,77.6,788,228,22.4,22.4,228,208.00,787.00,38.00,1033,20.1,20.1,208,3.7,3.7,38,76.2,76.2,787,246,23.8,23.8,246,1081,162,71,848,15.0,15.0,162,6.6,6.6,71,78.4,78.4,848,233,21.6,21.6,233,1096,139,62,895,12.7,12.7,139,5.7,5.7,62,81.7,81.7,895,201,18.3,18.3,201,1117,162,44,911,14.5,14.5,162,3.9,3.9,44,81.6,81.6,911,206,18.4,18.4,206,1148,121,50,977,10.5,10.5,121,4.4,4.4,50,85.1,85.1,977,171,14.9,14.9,171,1070,70,61,939,6.5,6.5,70,5.7,5.7,61,87.8,87.8,939,131,12.2,12.2,131
98104,324,54,9,261,16.7,16.7,54,2.8,2.8,9,80.6,80.6,261,63,19.4,19.4,63,71.00,245.00,16.00,332,21.4,21.4,71,4.8,4.8,16,73.8,73.8,245,87,26.2,26.2,87,344,49,19,276,14.2,14.2,49,5.5,5.5,19,80.2,80.2,276,68,19.8,19.8,68,352,56,19,277,15.9,15.9,56,5.4,5.4,19,78.7,78.7,277,75,21.3,21.3,75,363,50,15,298,13.8,13.8,50,4.1,4.1,15,82.1,82.1,298,65,17.9,17.9,65,368,41,14,313,11.1,11.1,41,3.8,3.8,14,85.1,85.1,313,55,14.9,14.9,55,362,42,14,306,11.6,11.6,42,3.9,3.9,14,84.5,84.5,306,56,15.5,15.5,56
