school_code,enroll_1112,enroll_lunchF_1112,enroll_lunchR_1112,enroll_lunchP_1112,PCT_FREE_1112,PCT_FREE_SUP_1112,NUM_FREE_SUP_1112,PCT_RED_1112,PCT_RED_SUP_1112,NUM_RED_SUP_1112,PCT_PAID_1112,PCT_PAID_SUP_1112,NUM_PAID_SUP_1112,NUM_FREERED_1112,PCT_FREERED_1112,PCT_FREERED_SUP_1112,NUM_FREERED_SUP_1112,enroll_lunchF_1011,enroll_lunchP_1011,enroll_lunchR_1011,enroll_1011,PCT_FREE_1011,PCT_FREE_SUP_1011,NUM_FREE_SUP_1011,PCT_RED_1011,PCT_RED_SUP_1011,NUM_RED_SUP_1011,PCT_PAID_1011,PCT_PAID_SUP_1011,NUM_PAID_SUP_1011,NUM_FREERED_1011,PCT_FREERED_1011,PCT_FREERED_SUP_1011,NUM_FREERED_SUP_1011,enroll_0910,enroll_lunchF_0910,enroll_lunchR_0910,enroll_lunchP_0910,PCT_FREE_0910,PCT_FREE_SUP_0910,NUM_FREE_SUP_0910,PCT_RED_0910,PCT_RED_SUP_0910,NUM_RED_SUP_0910,PCT_PAID_0910,PCT_PAID_SUP_0910,NUM_PAID_SUP_0910,NUM_FREERED_0910,PCT_FREERED_0910,PCT_FREERED_SUP_0910,NUM_FREERED_SUP_0910,enroll_0809,enroll_lunchF_0809,enroll_lunchR_0809,enroll_lunchP_0809,PCT_FREE_0809,PCT_FREE_SUP_0809,NUM_FREE_SUP_0809,PCT_RED_0809,PCT_RED_SUP_0809,NUM_RED_SUP_0809,PCT_PAID_0809,PCT_PAID_SUP_0809,NUM_PAID_SUP_0809,NUM_FREERED_0809,PCT_FREERED_0809,PCT_FREERED_SUP_0809,NUM_FREERED_SUP_0809,enroll_0708,enroll_lunchF_0708,enroll_lunchR_0708,enroll_lunchP_0708,PCT_FREE_0708,PCT_FREE_SUP_0708,NUM_FREE_SUP_0708,PCT_RED_0708,PCT_RED_SUP_0708,NUM_RED_SUP_0708,PCT_PAID_0708,PCT_PAID_SUP_0708,NUM_PAID_SUP_0708,NUM_FREERED_0708,PCT_FREERED_0708,PCT_FREERED_SUP_0708,NUM_FREERED_SUP_0708,enroll_0607,enroll_lunchF_0607,enroll_lunchR_0607,enroll_lunchP_0607,PCT_FREE_0607,PCT_FREE_SUP_0607,NUM_FREE_SUP_0607,PCT_RED_0607,PCT_RED_SUP_0607,NUM_RED_SUP_0607,PCT_PAID_0607,PCT_PAID_SUP_0607,NUM_PAID_SUP_0607,NUM_FREERED_0607,PCT_FREERED_0607,PCT_FREERED_SUP_0607,NUM_FREERED_SUP_0607,enroll_0506,enroll_lunchF_0506,enroll_lunchR_0506,enroll_lunchP_0506,PCT_FREE_0506,PCT_FREE_SUP_0506,NUM_FREE_SUP_0506,PCT_RED_0506,PCT_RED_SUP_0506,NUM_RED_SUP_0506,PCT_PAID_0506,PCT_PAID_SUP_0506,NUM_PAID_SUP_0506,NUM_FREERED_0506,PCT_FREERED_0506,PCT_FREERED_SUP_0506,NUM_FREERED_SUP_0506
07116,315,116,13,186,36.8,36.8,116,4.1,4.1,13,59.0,59.0,186,129,41.0,41.0,129,162.00,140.00,21.00,323,50.2,50.2,162,6.5,6.5,21,43.3,43.3,140,183,56.7,56.7,183,316,129,26,161,40.8,40.8,129,8.2,8.2,26,50.9,50.9,161,155,49.1,49.1,155,284,110,28,146,38.7,38.7,110,9.9,9.9,28,51.4,51.4,146,138,48.6,48.6,138,244,91,34,119,37.3,37.3,91,13.9,13.9,34,48.8,48.8,119,125,51.2,51.2,125,238,62,19,157,26.1,26.1,62,8.0,8.0,19,66.0,66.0,157,81,34.0,34.0,81,235,70,17,148,29.8,29.8,70,7.2,7.2,17,63.0,63.0,148,87,37.0,37.0,87
07117,282,54,12,216,19.1,19.1,54,4.3,4.3,12,76.6,76.6,216,66,23.4,23.4,66,47.00,188.00,12.00,247,19.0,19.0,47,4.9,4.9,12,76.1,76.1,188,59,23.9,23.9,59,237,35,9,193,14.8,14.8,35,3.8,3.8,9,81.4,81.4,193,44,18.6,18.6,44,239,35,11,193,14.6,14.6,35,4.6,4.6,11,80.8,80.8,193,46,19.2,19.2,46,206,29,3,174,14.1,14.1,29,1.5,-1.0,-1,84.5,84.5,174,32,15.5,15.5,32,193,22,4,167,11.4,11.4,22,2.1,-1.0,-1,86.5,86.5,167,26,13.5,13.5,26,194,23,5,166,11.9,11.9,23,2.6,2.6,5,85.6,85.6,166,28,14.4,14.4,28
07118,345,128,18,199,37.1,37.1,128,5.2,5.2,18,57.7,57.7,199,146,42.3,42.3,146,133.00,155.00,20.00,308,43.2,43.2,133,6.5,6.5,20,50.3,50.3,155,153,49.7,49.7,153,343,123,23,197,35.9,35.9,123,6.7,6.7,23,57.4,57.4,197,146,42.6,42.6,146,299,99,28,172,33.1,33.1,99,9.4,9.4,28,57.5,57.5,172,127,42.5,42.5,127,266,78,13,175,29.3,29.3,78,4.9,4.9,13,65.8,65.8,175,91,34.2,34.2,91,256,49,14,193,19.1,19.1,49,5.5,5.5,14,75.4,75.4,193,63,24.6,24.6,63,270,70,16,184,25.9,25.9,70,5.9,5.9,16,68.1,68.1,184,86,31.9,31.9,86
07119,548,303,31,214,55.3,55.3,303,5.7,5.7,31,39.1,39.1,214,334,60.9,60.9,334,393.00,135.00,48.00,576,68.2,68.2,393,8.3,8.3,48,23.4,23.4,135,441,76.6,76.6,441,548,291,43,214,53.1,53.1,291,7.8,7.8,43,39.1,39.1,214,334,60.9,60.9,334,513,271,63,179,52.8,52.8,271,12.3,12.3,63,34.9,34.9,179,334,65.1,65.1,334,509,244,50,215,47.9,47.9,244,9.8,9.8,50,42.2,42.2,215,294,57.8,57.8,294,513,224,50,239,43.7,43.7,224,9.7,9.7,50,46.6,46.6,239,274,53.4,53.4,274,517,180,34,303,34.8,34.8,180,6.6,6.6,34,58.6,58.6,303,214,41.4,41.4,214
07120,355,142,29,184,40.0,40.0,142,8.2,8.2,29,51.8,51.8,184,171,48.2,48.2,171,180.00,148.00,29.00,357,50.4,50.4,180,8.1,8.1,29,41.5,41.5,148,209,58.5,58.5,209,342,142,32,168,41.5,41.5,142,9.4,9.4,32,49.1,49.1,168,174,50.9,50.9,174,332,105,42,185,31.6,31.6,105,12.7,12.7,42,55.7,55.7,185,147,44.3,44.3,147,251,68,35,148,27.1,27.1,68,13.9,13.9,35,59.0,59.0,148,103,41.0,41.0,103,271,81,35,155,29.9,29.9,81,12.9,12.9,35,57.2,57.2,155,116,42.8,42.8,116,211,50,22,139,23.7,23.7,50,10.4,10.4,22,65.9,65.9,139,72,34.1,34.1,72
07121,335,50,13,272,14.9,14.9,50,3.9,3.9,13,81.2,81.2,272,63,18.8,18.8,63,63.00,259.00,16.00,338,18.6,18.6,63,4.7,4.7,16,76.6,76.6,259,79,23.4,23.4,79,322,44,12,266,13.7,13.7,44,3.7,3.7,12,82.6,82.6,266,56,17.4,17.4,56,303,36,11,256,11.9,11.9,36,3.6,3.6,11,84.5,84.5,256,47,15.5,15.5,47,268,32,2,234,11.9,11.9,32,.7,-1.0,-1,87.3,87.3,234,34,12.7,12.7,34,275,22,7,246,8.0,8.0,22,2.5,2.5,7,89.5,89.5,246,29,10.5,10.5,29,201,9,4,188,4.5,4.5,9,2.0,-1.0,-1,93.5,93.5,188,13,6.5,6.5,13
07122,321,52,7,262,16.2,16.2,52,2.2,2.2,7,81.6,81.6,262,59,18.4,18.4,59,64.00,236.00,9.00,309,20.7,20.7,64,2.9,2.9,9,76.4,76.4,236,73,23.6,23.6,73,311,73,6,232,23.5,23.5,73,1.9,1.9,6,74.6,74.6,232,79,25.4,25.4,79,309,46,9,254,14.9,14.9,46,2.9,2.9,9,82.2,82.2,254,55,17.8,17.8,55,250,34,2,214,13.6,13.6,34,.8,-1.0,-1,85.6,85.6,214,36,14.4,14.4,36,255,28,11,216,11.0,11.0,28,4.3,4.3,11,84.7,84.7,216,39,15.3,15.3,39,259,29,12,218,11.2,11.2,29,4.6,4.6,12,84.2,84.2,218,41,15.8,15.8,41
07123,443,192,33,218,43.3,43.3,192,7.4,7.4,33,49.2,49.2,218,225,50.8,50.8,225,213.00,220.00,41.00,474,44.9,44.9,213,8.6,8.6,41,46.4,46.4,220,254,53.6,53.6,254,483,189,43,251,39.1,39.1,189,8.9,8.9,43,52.0,52.0,251,232,48.0,48.0,232,504,164,38,302,32.5,32.5,164,7.5,7.5,38,59.9,59.9,302,202,40.1,40.1,202,780,230,39,511,29.5,29.5,230,5.0,5.0,39,65.5,65.5,511,269,34.5,34.5,269,805,244,74,487,30.3,30.3,244,9.2,9.2,74,60.5,60.5,487,318,39.5,39.5,318,871,238,69,564,27.3,27.3,238,7.9,7.9,69,64.8,64.8,564,307,35.2,35.2,307
07124,348,126,12,210,36.2,36.2,126,3.4,3.4,12,60.3,60.3,210,138,39.7,39.7,138,137.00,172.00,12.00,321,42.7,42.7,137,3.7,3.7,12,53.6,53.6,172,149,46.4,46.4,149,334,105,23,206,31.4,31.4,105,6.9,6.9,23,61.7,61.7,206,128,38.3,38.3,128,339,80,41,218,23.6,23.6,80,12.1,12.1,41,64.3,64.3,218,121,35.7,35.7,121,283,69,22,192,24.4,24.4,69,7.8,7.8,22,67.8,67.8,192,91,32.2,32.2,91,285,45,21,219,15.8,15.8,45,7.4,7.4,21,76.8,76.8,219,66,23.2,23.2,66,284,48,25,211,16.9,16.9,48,8.8,8.8,25,74.3,74.3,211,73,25.7,25.7,73
07125,298,182,25,91,61.1,61.1,182,8.4,8.4,25,30.5,30.5,91,207,69.5,69.5,207,198.00,48.00,24.00,270,73.3,73.3,198,8.9,8.9,24,17.8,17.8,48,222,82.2,82.2,222,265,174,35,56,65.7,65.7,174,13.2,13.2,35,21.1,21.1,56,209,78.9,78.9,209,258,167,35,56,64.7,64.7,167,13.6,13.6,35,21.7,21.7,56,202,78.3,78.3,202,162,107,15,40,66.0,66.0,107,9.3,9.3,15,24.7,24.7,40,122,75.3,75.3,122,151,87,12,52,57.6,57.6,87,7.9,7.9,12,34.4,34.4,52,99,65.6,65.6,99,129,73,17,39,56.6,56.6,73,13.2,13.2,17,30.2,30.2,39,90,69.8,69.8,90
07126,1585,214,49,1322,13.5,13.5,214,3.1,3.1,49,83.4,83.4,1322,263,16.6,16.6,263,211.00,1381.00,51.00,1643,12.8,12.8,211,3.1,3.1,51,84.1,84.1,1381,262,15.9,15.9,262,1661,138,35,1488,8.3,8.3,138,2.1,2.1,35,89.6,89.6,1488,173,10.4,10.4,173,1688,98,38,1552,5.8,5.8,98,2.3,2.3,38,91.9,91.9,1552,136,8.1,8.1,136,1727,121,26,1580,7.0,7.0,121,1.5,1.5,26,91.5,91.5,1580,147,8.5,8.5,147,1781,39,23,1719,2.2,2.2,39,1.3,1.3,23,96.5,96.5,1719,62,3.5,3.5,62,1781,109,24,1648,6.1,6.1,109,1.3,1.3,24,92.5,92.5,1648,133,7.5,7.5,133
07127,319,49,18,252,15.4,15.4,49,5.6,5.6,18,79.0,79.0,252,67,21.0,21.0,67,57.00,243.00,16.00,316,18.0,18.0,57,5.1,5.1,16,76.9,76.9,243,73,23.1,23.1,73,320,51,12,257,15.9,15.9,51,3.8,3.8,12,80.3,80.3,257,63,19.7,19.7,63,328,41,19,268,12.5,12.5,41,5.8,5.8,19,81.7,81.7,268,60,18.3,18.3,60,273,46,0,227,16.8,16.8,46,.0,-1.0,-1,83.2,83.2,227,46,16.8,16.8,46,269,11,7,251,4.1,4.1,11,2.6,2.6,7,93.3,93.3,251,18,6.7,6.7,18,268,13,7,248,4.9,4.9,13,2.6,2.6,7,92.5,92.5,248,20,7.5,7.5,20
07128,361,45,6,310,12.5,12.5,45,1.7,1.7,6,85.9,85.9,310,51,14.1,14.1,51,46.00,292.00,9.00,347,13.3,13.3,46,2.6,2.6,9,84.1,84.1,292,55,15.9,15.9,55,345,32,0,313,9.3,9.3,32,.0,-1.0,-1,90.7,90.7,313,32,9.3,9.3,32,341,19,2,320,5.6,5.6,19,.6,-1.0,-1,93.8,93.8,320,21,6.2,6.2,21,298,16,3,279,5.4,5.4,16,1.0,-1.0,-1,93.6,93.6,279,19,6.4,6.4,19,308,16,6,286,5.2,5.2,16,1.9,1.9,6,92.9,92.9,286,22,7.1,7.1,22,304,4,0,300,1.3,-1.0,-1,.0,-1.0,-1,98.7,98.7,300,4,1.3,-1.0,-1
07129,667,99,17,551,14.8,14.8,99,2.5,2.5,17,82.6,82.6,551,116,17.4,17.4,116,102.00,572.00,21.00,695,14.7,14.7,102,3.0,3.0,21,82.3,82.3,572,123,17.7,17.7,123,717,69,15,633,9.6,9.6,69,2.1,2.1,15,88.3,88.3,633,84,11.7,11.7,84,753,36,18,699,4.8,4.8,36,2.4,2.4,18,92.8,92.8,699,54,7.2,7.2,54,1126,63,14,1049,5.6,5.6,63,1.2,1.2,14,93.2,93.2,1049,77,6.8,6.8,77,1120,31,22,1067,2.8,2.8,31,2.0,2.0,22,95.3,95.3,1067,53,4.7,4.7,53,1108,39,17,1052,3.5,3.5,39,1.5,1.5,17,94.9,94.9,1052,56,5.1,5.1,56
07130,283,134,20,129,47.3,47.3,134,7.1,7.1,20,45.6,45.6,129,154,54.4,54.4,154,168.00,96.00,29.00,293,57.3,57.3,168,9.9,9.9,29,32.8,32.8,96,197,67.2,67.2,197,290,152,37,101,52.4,52.4,152,12.8,12.8,37,34.8,34.8,101,189,65.2,65.2,189,286,157,31,98,54.9,54.9,157,10.8,10.8,31,34.3,34.3,98,188,65.7,65.7,188,220,96,6,118,43.6,43.6,96,2.7,2.7,6,53.6,53.6,118,102,46.4,46.4,102,192,94,15,83,49.0,49.0,94,7.8,7.8,15,43.2,43.2,83,109,56.8,56.8,109,208,90,15,103,43.3,43.3,90,7.2,7.2,15,49.5,49.5,103,105,50.5,50.5,105
07134,409,19,5,385,4.6,4.6,19,1.2,1.2,5,94.1,94.1,385,24,5.9,5.9,24,17.00,373.00,5.00,395,4.3,4.3,17,1.3,1.3,5,94.4,94.4,373,22,5.6,5.6,22,394,14,4,376,3.6,3.6,14,1.0,-1.0,-1,95.4,95.4,376,18,4.6,4.6,18,386,6,3,377,1.6,1.6,6,.8,-1.0,-1,97.7,97.7,377,9,2.3,2.3,9,323,9,1,313,2.8,2.8,9,.3,-1.0,-1,96.9,96.9,313,10,3.1,3.1,10,346,4,4,338,1.2,-1.0,-1,1.2,-1.0,-1,97.7,97.7,338,8,2.3,2.3,8,363,5,3,355,1.4,1.4,5,.8,-1.0,-1,97.8,97.8,355,8,2.2,2.2,8
07135,217,89,13,115,41.0,41.0,89,6.0,6.0,13,53.0,53.0,115,102,47.0,47.0,102,119.00,124.00,13.00,256,46.5,46.5,119,5.1,5.1,13,48.4,48.4,124,132,51.6,51.6,132,254,88,9,157,34.6,34.6,88,3.5,3.5,9,61.8,61.8,157,97,38.2,38.2,97,210,58,15,137,27.6,27.6,58,7.1,7.1,15,65.2,65.2,137,73,34.8,34.8,73,193,66,7,120,34.2,34.2,66,3.6,3.6,7,62.2,62.2,120,73,37.8,37.8,73,167,35,9,123,21.0,21.0,35,5.4,5.4,9,73.7,73.7,123,44,26.3,26.3,44,131,28,10,93,21.4,21.4,28,7.6,7.6,10,71.0,71.0,93,38,29.0,29.0,38
07136,379,15,9,355,4.0,4.0,15,2.4,2.4,9,93.7,93.7,355,24,6.3,6.3,24,32.00,365.00,7.00,404,7.9,7.9,32,1.7,1.7,7,90.3,90.3,365,39,9.7,9.7,39,398,19,1,378,4.8,4.8,19,.3,-1.0,-1,95.0,95.0,378,20,5.0,5.0,20,398,14,6,378,3.5,3.5,14,1.5,1.5,6,95.0,95.0,378,20,5.0,5.0,20,350,9,2,339,2.6,2.6,9,.6,-1.0,-1,96.9,96.9,339,11,3.1,3.1,11,334,7,0,327,2.1,2.1,7,.0,-1.0,-1,97.9,97.9,327,7,2.1,2.1,7,327,9,2,316,2.8,2.8,9,.6,-1.0,-1,96.6,96.6,316,11,3.4,3.4,11
07702,96,96,0,0,100.0,100.0,96,.0,-1.0,-1,.0,-1.0,-1,96,100.0,100.0,96,105.00,.00,.00,105,100.0,100.0,105,.0,-1.0,-1,.0,-1.0,-1,105,100.0,100.0,105,107,107,0,0,100.0,100.0,107,.0,-1.0,-1,.0,-1.0,-1,107,100.0,100.0,107,119,119,0,0,100.0,100.0,119,.0,-1.0,-1,.0,-1.0,-1,119,100.0,100.0,119,122,29,0,93,23.8,23.8,29,.0,-1.0,-1,76.2,76.2,93,29,23.8,23.8,29,172,172,0,0,100.0,100.0,172,.0,-1.0,-1,.0,-1.0,-1,172,100.0,100.0,172,,,,,,,,,,,,,,,,,
08107,286,136,10,140,47.6,47.6,136,3.5,3.5,10,49.0,49.0,140,146,51.0,51.0,146,143.00,101.00,22.00,266,53.8,53.8,143,8.3,8.3,22,38.0,38.0,101,165,62.0,62.0,165,280,107,37,136,38.2,38.2,107,13.2,13.2,37,48.6,48.6,136,144,51.4,51.4,144,311,110,43,158,35.4,35.4,110,13.8,13.8,43,50.8,50.8,158,153,49.2,49.2,153,322,114,30,178,35.4,35.4,114,9.3,9.3,30,55.3,55.3,178,144,44.7,44.7,144,312,88,47,177,28.2,28.2,88,15.1,15.1,47,56.7,56.7,177,135,43.3,43.3,135,341,101,53,187,29.6,29.6,101,15.5,15.5,53,54.8,54.8,187,154,45.2,45.2,154
08108,334,76,20,238,22.8,22.8,76,6.0,6.0,20,71.3,71.3,238,96,28.7,28.7,96,82.00,264.00,14.00,360,22.8,22.8,82,3.9,3.9,14,73.3,73.3,264,96,26.7,26.7,96,386,64,26,296,16.6,16.6,64,6.7,6.7,26,76.7,76.7,296,90,23.3,23.3,90,338,44,25,269,13.0,13.0,44,7.4,7.4,25,79.6,79.6,269,69,20.4,20.4,69,335,48,11,276,14.3,14.3,48,3.3,3.3,11,82.4,82.4,276,59,17.6,17.6,59,363,41,17,305,11.3,11.3,41,4.7,4.7,17,84.0,84.0,305,58,16.0,16.0,58,339,43,17,279,12.7,12.7,43,5.0,5.0,17,82.3,82.3,279,60,17.7,17.7,60
08109,621,24,12,585,3.9,3.9,24,1.9,1.9,12,94.2,94.2,585,36,5.8,5.8,36,23.00,651.00,13.00,687,3.3,3.3,23,1.9,1.9,13,94.8,94.8,651,36,5.2,5.2,36,700,25,11,664,3.6,3.6,25,1.6,1.6,11,94.9,94.9,664,36,5.1,5.1,36,673,26,6,641,3.9,3.9,26,.9,.9,6,95.2,95.2,641,32,4.8,4.8,32,692,22,1,669,3.2,3.2,22,.1,-1.0,-1,96.7,96.7,669,23,3.3,3.3,23,679,19,8,652,2.8,2.8,19,1.2,1.2,8,96.0,96.0,652,27,4.0,4.0,27,618,14,3,601,2.3,2.3,14,.5,-1.0,-1,97.2,97.2,601,17,2.8,2.8,17
08110,490,29,16,445,5.9,5.9,29,3.3,3.3,16,90.8,90.8,445,45,9.2,9.2,45,33.00,425.00,9.00,467,7.1,7.1,33,1.9,1.9,9,91.0,91.0,425,42,9.0,9.0,42,476,41,8,427,8.6,8.6,41,1.7,1.7,8,89.7,89.7,427,49,10.3,10.3,49,451,31,10,410,6.9,6.9,31,2.2,2.2,10,90.9,90.9,410,41,9.1,9.1,41,449,33,16,400,7.3,7.3,33,3.6,3.6,16,89.1,89.1,400,49,10.9,10.9,49,474,24,7,443,5.1,5.1,24,1.5,1.5,7,93.5,93.5,443,31,6.5,6.5,31,434,23,11,400,5.3,5.3,23,2.5,2.5,11,92.2,92.2,400,34,7.8,7.8,34
08112,336,90,8,238,26.8,26.8,90,2.4,2.4,8,70.8,70.8,238,98,29.2,29.2,98,89.00,204.00,11.00,304,29.3,29.3,89,3.6,3.6,11,67.1,67.1,204,100,32.9,32.9,100,317,89,12,216,28.1,28.1,89,3.8,3.8,12,68.1,68.1,216,101,31.9,31.9,101,340,84,18,238,24.7,24.7,84,5.3,5.3,18,70.0,70.0,238,102,30.0,30.0,102,360,78,19,263,21.7,21.7,78,5.3,5.3,19,73.1,73.1,263,97,26.9,26.9,97,352,85,14,253,24.1,24.1,85,4.0,4.0,14,71.9,71.9,253,99,28.1,28.1,99,361,77,16,268,21.3,21.3,77,4.4,4.4,16,74.2,74.2,268,93,25.8,25.8,93
08114,1461,260,77,1124,17.8,17.8,260,5.3,5.3,77,76.9,76.9,1124,337,23.1,23.1,337,248.00,1202.00,65.00,1515,16.4,16.4,248,4.3,4.3,65,79.3,79.3,1202,313,20.7,20.7,313,1565,239,77,1249,15.3,15.3,239,4.9,4.9,77,79.8,79.8,1249,316,20.2,20.2,316,1556,153,70,1333,9.8,9.8,153,4.5,4.5,70,85.7,85.7,1333,223,14.3,14.3,223,1531,134,35,1362,8.8,8.8,134,2.3,2.3,35,89.0,89.0,1362,169,11.0,11.0,169,1546,113,56,1377,7.3,7.3,113,3.6,3.6,56,89.1,89.1,1377,169,10.9,10.9,169,1536,65,16,1455,4.2,4.2,65,1.0,1.0,16,94.7,94.7,1455,81,5.3,5.3,81
08115,479,169,51,259,35.3,35.3,169,10.6,10.6,51,54.1,54.1,259,220,45.9,45.9,220,157.00,310.00,49.00,516,30.4,30.4,157,9.5,9.5,49,60.1,60.1,310,206,39.9,39.9,206,546,163,62,321,29.9,29.9,163,11.4,11.4,62,58.8,58.8,321,225,41.2,41.2,225,545,142,52,351,26.1,26.1,142,9.5,9.5,52,64.4,64.4,351,194,35.6,35.6,194,561,128,58,375,22.8,22.8,128,10.3,10.3,58,66.8,66.8,375,186,33.2,33.2,186,576,88,49,439,15.3,15.3,88,8.5,8.5,49,76.2,76.2,439,137,23.8,23.8,137,565,111,74,380,19.6,19.6,111,13.1,13.1,74,67.3,67.3,380,185,32.7,32.7,185
08116,578,42,20,516,7.3,7.3,42,3.5,3.5,20,89.3,89.3,516,62,10.7,10.7,62,50.00,566.00,12.00,628,8.0,8.0,50,1.9,1.9,12,90.1,90.1,566,62,9.9,9.9,62,630,22,19,589,3.5,3.5,22,3.0,3.0,19,93.5,93.5,589,41,6.5,6.5,41,650,27,11,612,4.2,4.2,27,1.7,1.7,11,94.2,94.2,612,38,5.8,5.8,38,689,30,9,650,4.4,4.4,30,1.3,1.3,9,94.3,94.3,650,39,5.7,5.7,39,710,16,14,680,2.3,2.3,16,2.0,2.0,14,95.8,95.8,680,30,4.2,4.2,30,695,19,17,659,2.7,2.7,19,2.4,2.4,17,94.8,94.8,659,36,5.2,5.2,36
08118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,8,0,148,5.1,5.1,8,.0,-1.0,-1,94.9,94.9,148,8,5.1,5.1,8
08121,73,0,0,73,.0,-1.0,-1,.0,-1.0,-1,100.0,100.0,73,0,.0,-1.0,-1,2.00,82.00,.00,84,2.4,-1.0,-1,.0,-1.0,-1,97.6,97.6,82,2,2.4,-1.0,-1,94,4,0,90,4.3,-1.0,-1,.0,-1.0,-1,95.7,95.7,90,4,4.3,-1.0,-1,89,5,0,84,5.6,5.6,5,.0,-1.0,-1,94.4,94.4,84,5,5.6,5.6,5,84,2,0,82,2.4,-1.0,-1,.0,-1.0,-1,97.6,97.6,82,2,2.4,-1.0,-1,92,5,0,87,5.4,5.4,5,.0,-1.0,-1,94.6,94.6,87,5,5.4,5.4,5,87,6,0,81,6.9,6.9,6,.0,-1.0,-1,93.1,93.1,81,6,6.9,6.9,6
08601,239,117,35,87,49.0,49.0,117,14.6,14.6,35,36.4,36.4,87,152,63.6,63.6,152,85.00,55.00,15.00,155,54.8,54.8,85,9.7,9.7,15,35.5,35.5,55,100,64.5,64.5,100,76,35,11,30,46.1,46.1,35,14.5,14.5,11,39.5,39.5,30,46,60.5,60.5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08602,203,97,25,81,47.8,47.8,97,12.3,12.3,25,39.9,39.9,81,122,60.1,60.1,122,55.00,36.00,10.00,101,54.5,54.5,55,9.9,9.9,10,35.6,35.6,36,65,64.4,64.4,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08603,80,43,6,31,53.8,53.8,43,7.5,7.5,6,38.8,38.8,31,49,61.3,61.3,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09102,181,13,2,166,7.2,7.2,13,1.1,-1.0,-1,91.7,91.7,166,15,8.3,8.3,15,18.00,245.00,3.00,266,6.8,6.8,18,1.1,-1.0,-1,92.1,92.1,245,21,7.9,7.9,21,270,21,2,247,7.8,7.8,21,.7,-1.0,-1,91.5,91.5,247,23,8.5,8.5,23,280,19,2,259,6.8,6.8,19,.7,-1.0,-1,92.5,92.5,259,21,7.5,7.5,21,333,25,2,306,7.5,7.5,25,.6,-1.0,-1,91.9,91.9,306,27,8.1,8.1,27,340,25,2,313,7.4,7.4,25,.6,-1.0,-1,92.1,92.1,313,27,7.9,7.9,27,337,22,1,314,6.5,6.5,22,.3,-1.0,-1,93.2,93.2,314,23,6.8,6.8,23
09103,572,25,8,539,4.4,4.4,25,1.4,1.4,8,94.2,94.2,539,33,5.8,5.8,33,29.00,387.00,3.00,419,6.9,6.9,29,.7,-1.0,-1,92.4,92.4,387,32,7.6,7.6,32,402,23,5,374,5.7,5.7,23,1.2,1.2,5,93.0,93.0,374,28,7.0,7.0,28,402,21,4,377,5.2,5.2,21,1.0,-1.0,-1,93.8,93.8,377,25,6.2,6.2,25,415,27,2,386,6.5,6.5,27,.5,-1.0,-1,93.0,93.0,386,29,7.0,7.0,29,421,16,3,402,3.8,3.8,16,.7,-1.0,-1,95.5,95.5,402,19,4.5,4.5,19,425,17,3,405,4.0,4.0,17,.7,-1.0,-1,95.3,95.3,405,20,4.7,4.7,20
09105,369,16,2,351,4.3,4.3,16,.5,-1.0,-1,95.1,95.1,351,18,4.9,4.9,18,23.00,346.00,2.00,371,6.2,6.2,23,.5,-1.0,-1,93.3,93.3,346,25,6.7,6.7,25,354,24,2,328,6.8,6.8,24,.6,-1.0,-1,92.7,92.7,328,26,7.3,7.3,26,346,23,5,318,6.6,6.6,23,1.4,1.4,5,91.9,91.9,318,28,8.1,8.1,28,288,22,4,262,7.6,7.6,22,1.4,-1.0,-1,91.0,91.0,262,26,9.0,9.0,26,319,25,4,290,7.8,7.8,25,1.3,-1.0,-1,90.9,90.9,290,29,9.1,9.1,29,360,19,7,334,5.3,5.3,19,1.9,1.9,7,92.8,92.8,334,26,7.2,7.2,26
09106,767,39,4,724,5.1,5.1,39,.5,-1.0,-1,94.4,94.4,724,43,5.6,5.6,43,34.00,720.00,4.00,758,4.5,4.5,34,.5,-1.0,-1,95.0,95.0,720,38,5.0,5.0,38,761,39,6,716,5.1,5.1,39,.8,.8,6,94.1,94.1,716,45,5.9,5.9,45,768,37,9,722,4.8,4.8,37,1.2,1.2,9,94.0,94.0,722,46,6.0,6.0,46,764,35,5,724,4.6,4.6,35,.7,.7,5,94.8,94.8,724,40,5.2,5.2,40,773,31,3,739,4.0,4.0,31,.4,-1.0,-1,95.6,95.6,739,34,4.4,4.4,34,735,29,2,704,3.9,3.9,29,.3,-1.0,-1,95.8,95.8,704,31,4.2,4.2,31
