district_code,district_name,LEA_type,LEA_Active,enroll_1112,enroll_lunchF_1112,enroll_lunchR_1112,enroll_lunchP_1112,PCT_FREE_1112,PCT_FREE_SUP_1112,NUM_FREE_SUP_1112,PCT_RED_1112,PCT_RED_SUP_1112,NUM_RED_SUP_1112,PCT_PAID_1112,PCT_PAID_SUP_1112,NUM_PAID_SUP_1112,NUM_FREERED_1112,PCT_FREERED_1112,PCT_FREERED_SUP_1112,NUM_FREERED_SUP_1112,enroll_lunchF_1011,enroll_lunchP_1011,enroll_lunchR_1011,enroll_1011,PCT_FREE_1011,PCT_FREE_SUP_1011,NUM_FREE_SUP_1011,PCT_RED_1011,PCT_RED_SUP_1011,NUM_RED_SUP_1011,PCT_PAID_1011,PCT_PAID_SUP_1011,NUM_PAID_SUP_1011,NUM_FREERED_1011,PCT_FREERED_1011,PCT_FREERED_SUP_1011,NUM_FREERED_SUP_1011,enroll_0910,enroll_lunchF_0910,enroll_lunchR_0910,enroll_lunchP_0910,PCT_FREE_0910,PCT_FREE_SUP_0910,NUM_FREE_SUP_0910,PCT_RED_0910,PCT_RED_SUP_0910,NUM_RED_SUP_0910,PCT_PAID_0910,PCT_PAID_SUP_0910,NUM_PAID_SUP_0910,NUM_FREERED_0910,PCT_FREERED_0910,PCT_FREERED_SUP_0910,NUM_FREERED_SUP_0910,enroll_0809,enroll_lunchF_0809,enroll_lunchR_0809,enroll_lunchP_0809,PCT_FREE_0809,PCT_FREE_SUP_0809,NUM_FREE_SUP_0809,PCT_RED_0809,PCT_RED_SUP_0809,NUM_RED_SUP_0809,PCT_PAID_0809,PCT_PAID_SUP_0809,NUM_PAID_SUP_0809,NUM_FREERED_0809,PCT_FREERED_0809,PCT_FREERED_SUP_0809,NUM_FREERED_SUP_0809,enroll_0708,enroll_lunchF_0708,enroll_lunchR_0708,enroll_lunchP_0708,PCT_FREE_0708,PCT_FREE_SUP_0708,NUM_FREE_SUP_0708,PCT_RED_0708,PCT_RED_SUP_0708,NUM_RED_SUP_0708,PCT_PAID_0708,PCT_PAID_SUP_0708,NUM_PAID_SUP_0708,NUM_FREERED_0708,PCT_FREERED_0708,PCT_FREERED_SUP_0708,NUM_FREERED_SUP_0708,enroll_0607,enroll_lunchF_0607,enroll_lunchR_0607,enroll_lunchP_0607,PCT_FREE_0607,PCT_FREE_SUP_0607,NUM_FREE_SUP_0607,PCT_RED_0607,PCT_RED_SUP_0607,NUM_RED_SUP_0607,PCT_PAID_0607,PCT_PAID_SUP_0607,NUM_PAID_SUP_0607,NUM_FREERED_0607,PCT_FREERED_0607,PCT_FREERED_SUP_0607,NUM_FREERED_SUP_0607,enroll_0506,enroll_lunchF_0506,enroll_lunchR_0506,enroll_lunchP_0506,PCT_FREE_0506,PCT_FREE_SUP_0506,NUM_FREE_SUP_0506,PCT_RED_0506,PCT_RED_SUP_0506,NUM_RED_SUP_0506,PCT_PAID_0506,PCT_PAID_SUP_0506,NUM_PAID_SUP_0506,NUM_FREERED_0506,PCT_FREERED_0506,PCT_FREERED_SUP_0506,NUM_FREERED_SUP_0506
55,The Compass School,CHTR,Y,162,19,1,142,11.7,11.7,19,.6,-1.0,-1,87.7,87.7,142,20,12.3,12.3,20,19.00,134.00,.00,153,12.4,12.4,19,.0,-1.0,-1,87.6,87.6,134,19,12.4,12.4,19,153,8,3,142,5.2,5.2,8,2.0,-1.0,-1,92.8,92.8,142,11,7.2,7.2,11,149,12,3,134,8.1,8.1,12,2.0,-1.0,-1,89.9,89.9,134,15,10.1,10.1,15,145,11,3,131,7.6,7.6,11,2.1,-1.0,-1,90.3,90.3,131,14,9.7,9.7,14,134,0,11,123,.0,-1.0,-1,8.2,8.2,11,91.8,91.8,123,11,8.2,8.2,11,128,4,4,120,3.1,-1.0,-1,3.1,-1.0,-1,93.8,93.8,120,8,6.3,6.3,8
58,Beacon Charter School,CHTR,Y,226,94,15,117,41.6,41.6,94,6.6,6.6,15,51.8,51.8,117,109,48.2,48.2,109,92.00,110.00,12.00,214,43.0,43.0,92,5.6,5.6,12,51.4,51.4,110,104,48.6,48.6,104,225,84,25,116,37.3,37.3,84,11.1,11.1,25,51.6,51.6,116,109,48.4,48.4,109,193,70,21,102,36.3,36.3,70,10.9,10.9,21,52.8,52.8,102,91,47.2,47.2,91,177,73,18,86,41.2,41.2,73,10.2,10.2,18,48.6,48.6,86,91,51.4,51.4,91,143,53,22,68,37.1,37.1,53,15.4,15.4,22,47.6,47.6,68,75,52.4,52.4,75,115,38,9,68,33.0,33.0,38,7.8,7.8,9,59.1,59.1,68,47,40.9,40.9,47
59,Learning Community,CHTR,Y,534,411,67,56,77.0,77.0,411,12.5,12.5,67,10.5,10.5,56,478,89.5,89.5,478,361.00,54.00,55.00,470,76.8,76.8,361,11.7,11.7,55,11.5,11.5,54,416,88.5,88.5,416,404,285,61,58,70.5,70.5,285,15.1,15.1,61,14.4,14.4,58,346,85.6,85.6,346,345,228,65,52,66.1,66.1,228,18.8,18.8,65,15.1,15.1,52,293,84.9,84.9,293,280,187,58,35,66.8,66.8,187,20.7,20.7,58,12.5,12.5,35,245,87.5,87.5,245,223,146,51,26,65.5,65.5,146,22.9,22.9,51,11.7,11.7,26,197,88.3,88.3,197,165,122,30,13,73.9,73.9,122,18.2,18.2,30,7.9,7.9,13,152,92.1,92.1,152
60,MET Career and Tech,SOP,Y,751,431,74,246,57.4,57.4,431,9.9,9.9,74,32.8,32.8,246,505,67.2,67.2,505,375.00,200.00,81.00,656,57.2,57.2,375,12.3,12.3,81,30.5,30.5,200,456,69.5,69.5,456,636,312,76,248,49.1,49.1,312,11.9,11.9,76,39.0,39.0,248,388,61.0,61.0,388,647,330,71,246,51.0,51.0,330,11.0,11.0,71,38.0,38.0,246,401,62.0,62.0,401,746,395,86,265,52.9,52.9,395,11.5,11.5,86,35.5,35.5,265,481,64.5,64.5,481,716,325,113,278,45.4,45.4,325,15.8,15.8,113,38.8,38.8,278,438,61.2,61.2,438,691,334,78,279,48.3,48.3,334,11.3,11.3,78,40.4,40.4,279,412,59.6,59.6,412
61,Trinity Academy for the Performing Arts,CHTR,Y,68,57,3,8,83.8,83.8,57,4.4,-1.0,-1,11.8,11.8,8,60,88.2,88.2,60,29.00,5.00,.00,34,85.3,85.3,29,.0,-1.0,-1,14.7,14.7,5,29,85.3,85.3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,The Greene School,CHTR,Y,121,13,4,104,10.7,10.7,13,3.3,-1.0,-1,86.0,86.0,104,17,14.0,14.0,17,9.00,70.00,2.00,81,11.1,11.1,9,2.5,-1.0,-1,86.4,86.4,70,11,13.6,13.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Rhode Island Nurses Institute Middle College,CHTR,Y,133,89,16,28,66.9,66.9,89,12.0,12.0,16,21.1,21.1,28,105,78.9,78.9,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Department of Corrections,SOP,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,DCYF,SOP,Y,96,96,0,0,100.0,100.0,96,.0,-1.0,-1,.0,-1.0,-1,96,100.0,100.0,96,203.00,6.00,.00,209,97.1,97.1,203,.0,-1.0,-1,2.9,2.9,6,203,97.1,97.1,203,107,107,0,0,100.0,100.0,107,.0,-1.0,-1,.0,-1.0,-1,107,100.0,100.0,107,119,119,0,0,100.0,100.0,119,.0,-1.0,-1,.0,-1.0,-1,119,100.0,100.0,119,122,29,0,93,23.8,23.8,29,.0,-1.0,-1,76.2,76.2,93,29,23.8,23.8,29,241,241,0,0,100.0,100.0,241,.0,-1.0,-1,.0,-1.0,-1,241,100.0,100.0,241,,,,,,,,,,,,,,,,,
96,Bristol Warren,LEA,Y,3512,938,240,2334,26.7,26.7,938,6.8,6.8,240,66.5,66.5,2334,1178,33.5,33.5,1178,903.00,2291.00,280.00,3474,26.0,26.0,903,8.1,8.1,280,65.9,65.9,2291,1183,34.1,34.1,1183,3537,839,270,2428,23.7,23.7,839,7.6,7.6,270,68.6,68.6,2428,1109,31.4,31.4,1109,3449,766,311,2372,22.2,22.2,766,9.0,9.0,311,68.8,68.8,2372,1077,31.2,31.2,1077,3460,695,267,2498,20.1,20.1,695,7.7,7.7,267,72.2,72.2,2498,962,27.8,27.8,962,3479,577,315,2587,16.6,16.6,577,9.1,9.1,315,74.4,74.4,2587,892,25.6,25.6,892,3543,599,296,2648,16.9,16.9,599,8.4,8.4,296,74.7,74.7,2648,895,25.3,25.3,895
97,Exeter-West Greenwich,LEA,Y,1771,185,44,1542,10.4,10.4,185,2.5,2.5,44,87.1,87.1,1542,229,12.9,12.9,229,183.00,1588.00,49.00,1820,10.1,10.1,183,2.7,2.7,49,87.3,87.3,1588,232,12.7,12.7,232,1906,189,55,1662,9.9,9.9,189,2.9,2.9,55,87.2,87.2,1662,244,12.8,12.8,244,1927,176,70,1681,9.1,9.1,176,3.6,3.6,70,87.2,87.2,1681,246,12.8,12.8,246,1999,190,58,1751,9.5,9.5,190,2.9,2.9,58,87.6,87.6,1751,248,12.4,12.4,248,2047,143,70,1834,7.0,7.0,143,3.4,3.4,70,89.6,89.6,1834,213,10.4,10.4,213,2148,145,84,1919,6.8,6.8,145,3.9,3.9,84,89.3,89.3,1919,229,10.7,10.7,229
98,Chariho,LEA,Y,3492,551,122,2819,15.8,15.8,551,3.5,3.5,122,80.7,80.7,2819,673,19.3,19.3,673,643.00,2748.00,135.00,3526,18.2,18.2,643,3.8,3.8,135,77.9,77.9,2748,778,22.1,22.1,778,3574,520,184,2870,14.5,14.5,520,5.1,5.1,184,80.3,80.3,2870,704,19.7,19.7,704,3646,511,193,2942,14.0,14.0,511,5.3,5.3,193,80.7,80.7,2942,704,19.3,19.3,704,3737,520,149,3068,13.9,13.9,520,4.0,4.0,149,82.1,82.1,3068,669,17.9,17.9,669,3773,375,160,3238,9.9,9.9,375,4.2,4.2,160,85.8,85.8,3238,535,14.2,14.2,535,3841,312,156,3373,8.1,8.1,312,4.1,4.1,156,87.8,87.8,3373,468,12.2,12.2,468
99,Foster-Glocester,LEA,Y,1234,151,38,1045,12.2,12.2,151,3.1,3.1,38,84.7,84.7,1045,189,15.3,15.3,189,170.00,1095.00,36.00,1301,13.1,13.1,170,2.8,2.8,36,84.2,84.2,1095,206,15.8,15.8,206,1383,132,64,1187,9.5,9.5,132,4.6,4.6,64,85.8,85.8,1187,196,14.2,14.2,196,1452,133,61,1258,9.2,9.2,133,4.2,4.2,61,86.6,86.6,1258,194,13.4,13.4,194,1550,99,43,1408,6.4,6.4,99,2.8,2.8,43,90.8,90.8,1408,142,9.2,9.2,142,1622,39,13,1570,2.4,2.4,39,.8,.8,13,96.8,96.8,1570,52,3.2,3.2,52,1646,109,57,1480,6.6,6.6,109,3.5,3.5,57,89.9,89.9,1480,166,10.1,10.1,166
Statewide,Statewide,,,142854,54151,8318,80385,37.9,37.9,54151,5.8,5.8,8318,56.3,56.3,80385,62469,43.7,43.7,62469,56538.00,79038.00,8113.00,143689,39.3,39.3,56538,5.6,5.6,8113,55.0,55.0,79038,64651,45.0,45.0,64651,145118,50943,9615,84560,35.1,35.1,50943,6.6,6.6,9615,58.3,58.3,84560,60558,41.7,41.7,60558,145260,48916,9958,86386,33.7,33.7,48916,6.9,6.9,9958,59.5,59.5,86386,58874,40.5,40.5,58874,148474,47972,8389,92113,32.3,32.3,47972,5.7,5.7,8389,62.0,62.0,92113,56361,38.0,38.0,56361,151619,40059,9933,101627,26.4,26.4,40059,6.6,6.6,9933,67.0,67.0,101627,49992,33.0,33.0,49992,153397,40783,10267,102347,26.6,26.6,40783,6.7,6.7,10267,66.7,66.7,102347,51050,33.3,33.3,51050
